省,年份,家谱数量
江苏,2024,7
江西,1403,1
江西,1405,1
江西,1458,1
江西,1533,1
江西,1539,1
江西,1544,1
江西,1547,1
江西,1548,2
江西,1551,2
江西,1555,1
江西,1564,1
江西,1568,1
江西,1571,1
江西,1582,1
江西,1610,1
江西,1611,2
江西,1612,1
江西,1621,1
江西,1624,1
江西,1640,1
江西,1674,1
江西,1686,1
江西,1691,1
江西,1705,1
江西,1706,3
江西,1708,2
江西,1710,1
江西,1713,1
江西,1714,1
江西,1718,1
江西,1719,2
江西,1720,1
江西,1725,1
江西,1726,2
江西,1727,1
江西,1729,1
江西,1734,1
江西,1737,1
江西,1738,1
江西,1740,2
江西,1742,3
江西,1743,1
江西,1744,1
江西,1748,1
江西,1749,4
江西,1750,1
江西,1752,1
江西,1753,1
江西,1756,2
江西,1758,1
江西,1759,1
江西,1760,1
江西,1761,3
江西,1762,5
江西,1763,2
江西,1764,1
江西,1765,2
江西,1766,2
江西,1767,2
江西,1768,3
江西,1769,2
江西,1771,1
江西,1772,4
江西,1775,3
江西,1777,1
江西,1779,1
江西,1780,7
江西,1781,3
江西,1782,6
江西,1783,3
江西,1784,1
江西,1785,4
江西,1786,1
江西,1788,3
江西,1790,1
江西,1792,1
江西,1794,2
江西,1797,4
江西,1798,1
江西,1799,2
江西,1800,1
江西,1801,5
江西,1802,2
江西,1805,3
江西,1806,2
江西,1807,6
江西,1808,3
江西,1809,1
江西,1810,6
江西,1811,3
江西,1812,7
江西,1813,4
江西,1814,1
江西,1815,3
江西,1816,5
江西,1817,7
江西,1818,5
江西,1819,6
江西,1820,2
江西,1821,3
江西,1822,3
江西,1823,6
江西,1824,8
江西,1825,5
江西,1826,6
江西,1827,7
江西,1828,4
江西,1829,6
江西,1830,5
江西,1831,2
江西,1832,2
江西,1833,1
江西,1834,1
江西,1835,3
江西,1836,3
江西,1837,4
江西,1838,1
江西,1839,9
江西,1840,2
江西,1841,4
江西,1842,5
江西,1843,4
江西,1844,2
江西,1845,4
江西,1846,8
江西,1847,8
江西,1848,8
江西,1849,5
江西,1850,4
江西,1851,5
江西,1852,3
江西,1853,2
江西,1854,4
江西,1855,3
江西,1856,2
江西,1857,1
江西,1858,1
江西,1859,2
江西,1860,5
江西,1861,7
江西,1862,8
江西,1863,4
江西,1864,4
江西,1865,5
江西,1866,11
江西,1867,8
江西,1868,16
江西,1869,9
江西,1870,13
江西,1871,7
江西,1872,5
江西,1873,7
江西,1874,6
江西,1875,6
江西,1876,8
江西,1877,10
江西,1878,5
江西,1879,13
江西,1880,9
江西,1881,16
江西,1882,8
江西,1883,7
江西,1884,6
江西,1885,7
江西,1886,5
江西,1887,11
江西,1888,7
江西,1889,8
江西,1890,8
江西,1891,5
江西,1892,9
江西,1893,6
江西,1894,3
江西,1895,15
江西,1896,7
江西,1897,9
江西,1898,6
江西,1899,13
江西,1900,10
江西,1901,4
江西,1902,8
江西,1903,12
江西,1904,7
江西,1905,17
江西,1906,16
江西,1907,6
江西,1908,8
江西,1909,19
江西,1910,12
江西,1911,11
江西,1912,7
江西,1913,9
江西,1914,19
江西,1915,18
江西,1916,10
江西,1917,18
江西,1918,10
江西,1919,14
江西,1920,8
江西,1921,18
江西,1922,14
江西,1923,3
江西,1924,12
江西,1925,15
江西,1926,11
江西,1927,12
江西,1928,10
江西,1929,14
江西,1930,10
江西,1931,4
江西,1932,11
江西,1933,9
江西,1934,3
江西,1935,1
江西,1936,23
江西,1937,22
江西,1938,24
江西,1939,12
江西,1940,10
江西,1941,17
江西,1942,22
江西,1943,22
江西,1944,8
江西,1945,15
江西,1946,20
江西,1947,13
江西,1948,23
江西,1949,44
江西,1950,9
江西,1951,2
江西,1955,2
江西,1958,1
江西,1959,1
江西,1960,5
江西,1962,2
江西,1966,2
江西,1971,1
江西,1973,2
江西,1974,1
江西,1976,1
江西,1978,1
江西,1979,1
江西,1980,2
江西,1981,3
江西,1982,2
江西,1983,6
江西,1984,7
江西,1985,14
江西,1986,21
江西,1987,60
江西,1988,107
江西,1989,156
江西,1990,84
江西,1991,35
江西,1992,70
江西,1993,132
江西,1994,222
江西,1995,298
江西,1996,152
江西,1997,110
江西,1998,106
江西,1999,83
江西,2000,59
江西,2001,51
江西,2002,30
江西,2003,22
江西,2004,33
江西,2005,33
江西,2006,37
江西,2007,36
江西,2008,41
江西,2009,35
江西,2010,35
江西,2011,36
江西,2012,47
江西,2013,60
江西,2014,85
江西,2015,74
江西,2016,92
江西,2017,69
江西,2018,58
江西,2019,66
江西,2020,44
江西,2021,14
江西,2022,29
江西,2023,11
河北,1680,1
河北,1721,1
河北,1728,1
河北,1738,1
河北,1755,1
河北,1764,1
河北,1772,1
河北,1775,1
河北,1778,1
河北,1779,1
河北,1791,1
河北,1792,1
河北,1797,1
河北,1799,1
河北,1811,1
河北,1818,1
河北,1825,1
河北,1826,1
河北,1828,1
河北,1829,2
河北,1831,1
河北,1835,1
河北,1836,1
河北,1840,1
河北,1843,1
河北,1848,2
河北,1850,1
河北,1854,1
河北,1856,1
河北,1859,1
河北,1860,1
河北,1863,1
河北,1867,1
河北,1873,3
河北,1874,1
河北,1879,1
河北,1880,1
河北,1883,1
河北,1885,1
河北,1886,2
河北,1887,2
河北,1891,4
河北,1892,2
河北,1893,1
河北,1895,1
河北,1897,2
河北,1898,1
河北,1899,1
河北,1900,1
河北,1901,1
河北,1902,1
河北,1903,2
河北,1906,1
河北,1907,2
河北,1909,1
河北,1910,2
河北,1911,5
河北,1913,2
河北,1914,1
河北,1915,2
河北,1916,1
河北,1917,2
河北,1918,1
河北,1919,3
河北,1920,1
河北,1921,2
河北,1922,3
河北,1923,4
河北,1924,2
河北,1925,2
河北,1926,3
河北,1927,2
河北,1928,5
河北,1929,1
河北,1930,1
河北,1931,5
河北,1932,6
河北,1933,1
河北,1934,3
河北,1935,5
河北,1936,3
河北,1937,2
河北,1938,2
河北,1939,1
河北,1942,2
河北,1943,1
河北,1945,1
河北,1946,1
河北,1949,2
河北,1963,1
河北,1964,1
河北,1966,1
河北,1980,3
河北,1981,2
河北,1982,2
河北,1984,1
河北,1985,1
河北,1986,1
河北,1987,1
河北,1988,2
河北,1989,1
河北,1990,1
河北,1991,3
河北,1992,2
河北,1993,9
河北,1994,1
河北,1995,6
河北,1996,3
河北,1997,5
河北,1998,3
河北,1999,7
河北,2000,9
河北,2001,2
河北,2002,4
河北,2003,9
河北,2004,9
河北,2005,5
河北,2006,7
河北,2007,11
河北,2008,13
河北,2009,18
河北,2010,13
河北,2011,21
河北,2012,33
河北,2013,30
河北,2014,55
河北,2015,46
河北,2016,47
河北,2017,45
河北,2018,55
河北,2019,49
河北,2020,44
河北,2021,12
河北,2022,4
河北,2023,11
河南,1438,1
河南,1528,1
河南,1571,1
河南,1587,1
河南,1596,1
河南,1628,1
河南,1646,1
河南,1654,1
河南,1657,1
河南,1690,1
河南,1713,1
河南,1723,1
河南,1728,1
河南,1731,1
河南,1764,1
河南,1788,2
河南,1792,1
河南,1793,1
河南,1797,1
河南,1804,1
河南,1806,1
河南,1810,2
河南,1815,1
河南,1824,2
河南,1825,1
河南,1827,1
河南,1830,1
河南,1832,1
河南,1834,1
河南,1838,2
河南,1839,1
河南,1841,1
河南,1842,1
河南,1844,1
河南,1845,1
河南,1847,1
河南,1850,1
河南,1851,2
河南,1859,1
河南,1860,2
河南,1865,3
河南,1866,3
河南,1869,1
河南,1870,1
河南,1871,1
河南,1872,4
河南,1873,2
河南,1874,3
河南,1875,1
河南,1878,1
河南,1881,1
河南,1882,2
河南,1883,4
河南,1885,2
河南,1886,3
河南,1888,1
河南,1889,1
河南,1890,1
河南,1891,1
河南,1893,2
河南,1894,2
河南,1895,1
河南,1897,3
河南,1898,1
河南,1900,2
河南,1901,2
河南,1902,1
河南,1903,2
河南,1904,2
河南,1905,1
河南,1906,2
河南,1907,2
河南,1908,5
河南,1909,1
河南,1910,2
河南,1911,6
河南,1914,5
河南,1915,1
河南,1916,5
河南,1917,4
河南,1918,5
河南,1919,3
河南,1920,5
河南,1922,5
河南,1923,6
河南,1924,8
河南,1925,2
河南,1926,1
河南,1927,2
河南,1928,2
河南,1929,3
河南,1930,6
河南,1931,5
河南,1932,5
河南,1933,5
河南,1934,7
河南,1935,5
河南,1936,7
河南,1937,2
河南,1938,2
河南,1939,1
河南,1941,7
河南,1942,1
河南,1943,2
河南,1944,2
河南,1946,2
河南,1947,3
河南,1949,3
河南,1950,1
河南,1951,1
河南,1960,1
河南,1961,1
河南,1962,4
河南,1963,3
河南,1970,1
河南,1973,1
河南,1976,2
河南,1977,2
河南,1980,1
河南,1981,7
河南,1982,4
河南,1983,8
河南,1984,10
河南,1985,21
河南,1986,28
河南,1987,12
河南,1988,18
河南,1989,17
河南,1990,36
河南,1991,31
河南,1992,18
河南,1993,27
河南,1994,27
河南,1995,49
河南,1996,50
河南,1997,37
河南,1998,48
河南,1999,41
河南,2000,61
河南,2001,34
河南,2002,28
河南,2003,18
河南,2004,27
河南,2005,24
河南,2006,39
河南,2007,35
河南,2008,37
河南,2009,29
河南,2010,30
河南,2011,35
河南,2012,62
河南,2013,90
河南,2014,80
河南,2015,94
河南,2016,86
河南,2017,87
河南,2018,71
河南,2019,59
河南,2020,26
河南,2021,20
河南,2022,4
河南,2023,3
浙江,1378,1
浙江,1380,1
浙江,1428,1
浙江,1469,1
浙江,1480,1
浙江,1509,1
浙江,1517,1
浙江,1540,1
浙江,1546,1
浙江,1572,1
浙江,1581,1
浙江,1582,1
浙江,1590,1
浙江,1592,1
浙江,1600,1
浙江,1601,1
浙江,1605,2
浙江,1606,1
浙江,1607,1
浙江,1608,1
浙江,1609,1
浙江,1611,1
浙江,1613,1
浙江,1616,2
浙江,1625,2
浙江,1629,1
浙江,1634,1
浙江,1637,2
浙江,1638,2
浙江,1639,2
浙江,1643,1
浙江,1660,1
浙江,1661,1
浙江,1662,2
浙江,1666,1
浙江,1667,1
浙江,1668,1
浙江,1669,1
浙江,1672,2
浙江,1679,3
浙江,1680,1
浙江,1681,1
浙江,1682,3
浙江,1684,3
浙江,1685,2
浙江,1686,5
浙江,1687,2
浙江,1688,1
浙江,1689,11
浙江,1690,3
浙江,1691,1
浙江,1693,3
浙江,1694,2
浙江,1695,1
浙江,1697,3
浙江,1698,2
浙江,1699,1
浙江,1700,2
浙江,1701,2
浙江,1702,3
浙江,1703,6
浙江,1704,2
浙江,1705,4
浙江,1706,1
浙江,1707,3
浙江,1708,2
浙江,1709,3
浙江,1710,2
浙江,1711,1
浙江,1712,5
浙江,1713,5
浙江,1714,2
浙江,1715,2
浙江,1716,2
浙江,1717,5
浙江,1719,3
浙江,1720,2
浙江,1721,1
浙江,1724,4
浙江,1725,3
浙江,1726,5
浙江,1727,5
浙江,1728,1
浙江,1729,3
浙江,1730,6
浙江,1731,3
浙江,1732,3
浙江,1733,2
浙江,1734,3
浙江,1735,4
浙江,1736,8
浙江,1737,5
浙江,1738,4
浙江,1739,6
浙江,1740,8
浙江,1742,1
浙江,1743,2
浙江,1744,8
浙江,1745,3
浙江,1746,6
浙江,1747,3
浙江,1748,3
浙江,1749,10
浙江,1750,6
浙江,1751,4
浙江,1752,1
浙江,1753,2
浙江,1754,3
浙江,1755,9
浙江,1756,7
浙江,1757,8
浙江,1758,8
浙江,1759,10
浙江,1760,6
浙江,1761,4
浙江,1762,7
浙江,1763,7
浙江,1764,5
浙江,1765,3
浙江,1766,5
浙江,1767,11
浙江,1768,7
浙江,1769,10
浙江,1770,5
浙江,1771,6
浙江,1772,8
浙江,1773,5
浙江,1774,11
浙江,1775,13
浙江,1776,6
浙江,1777,11
浙江,1778,5
浙江,1779,7
浙江,1780,9
浙江,1781,7
浙江,1782,6
浙江,1783,21
浙江,1784,17
浙江,1785,7
浙江,1786,9
浙江,1787,13
浙江,1788,7
浙江,1789,5
浙江,1790,9
浙江,1791,10
浙江,1792,14
浙江,1793,10
浙江,1794,14
浙江,1795,10
浙江,1796,10
浙江,1797,10
浙江,1798,15
浙江,1799,9
浙江,1800,20
浙江,1801,5
浙江,1802,6
浙江,1803,12
浙江,1804,31
浙江,1805,15
浙江,1806,16
浙江,1807,16
浙江,1808,15
浙江,1809,13
浙江,1810,10
浙江,1811,21
浙江,1812,7
浙江,1813,23
浙江,1814,19
浙江,1815,17
浙江,1816,15
浙江,1817,19
浙江,1818,14
浙江,1819,28
浙江,1820,16
浙江,1821,11
浙江,1822,24
浙江,1823,23
浙江,1824,23
浙江,1825,26
浙江,1826,19
浙江,1827,25
浙江,1828,21
浙江,1829,20
浙江,1830,35
浙江,1831,19
浙江,1832,11
浙江,1833,9
浙江,1834,7
浙江,1835,22
浙江,1836,20
浙江,1837,38
浙江,1838,26
浙江,1839,30
浙江,1840,34
浙江,1841,24
浙江,1842,23
浙江,1843,35
浙江,1844,41
浙江,1845,40
浙江,1846,25
浙江,1847,35
浙江,1848,36
浙江,1849,33
浙江,1850,20
浙江,1851,41
浙江,1852,21
浙江,1853,18
浙江,1854,27
浙江,1855,36
浙江,1856,36
浙江,1857,52
浙江,1858,27
浙江,1859,41
浙江,1860,42
浙江,1861,28
浙江,1862,4
浙江,1863,5
浙江,1864,12
浙江,1865,32
浙江,1866,50
浙江,1867,45
浙江,1868,68
浙江,1869,77
浙江,1870,93
浙江,1871,63
浙江,1872,55
浙江,1873,60
浙江,1874,58
浙江,1875,57
浙江,1876,65
浙江,1877,55
浙江,1878,55
浙江,1879,41
浙江,1880,69
浙江,1881,69
浙江,1882,41
浙江,1883,52
浙江,1884,50
浙江,1885,47
浙江,1886,46
浙江,1887,57
浙江,1888,60
浙江,1889,62
浙江,1890,63
浙江,1891,69
浙江,1892,66
浙江,1893,62
浙江,1894,85
浙江,1895,65
浙江,1896,77
浙江,1897,70
浙江,1898,80
浙江,1899,74
浙江,1900,54
浙江,1901,53
浙江,1902,53
浙江,1903,75
浙江,1904,77
浙江,1905,77
浙江,1906,76
浙江,1907,63
浙江,1908,76
浙江,1909,88
浙江,1910,81
浙江,1911,90
浙江,1912,46
浙江,1913,65
浙江,1914,96
浙江,1915,106
浙江,1916,128
浙江,1917,131
浙江,1918,107
浙江,1919,115
浙江,1920,106
浙江,1921,98
浙江,1922,106
浙江,1923,88
浙江,1924,117
浙江,1925,134
浙江,1926,122
浙江,1927,89
浙江,1928,163
浙江,1929,126
浙江,1930,88
浙江,1931,133
浙江,1932,108
浙江,1933,108
浙江,1934,76
浙江,1935,84
浙江,1936,121
浙江,1937,119
浙江,1938,90
浙江,1939,108
浙江,1940,96
浙江,1941,92
浙江,1942,38
浙江,1943,30
浙江,1944,55
浙江,1945,61
浙江,1946,112
浙江,1947,208
浙江,1948,180
浙江,1949,78
浙江,1950,29
浙江,1951,5
浙江,1952,3
浙江,1953,3
浙江,1954,4
浙江,1955,8
浙江,1956,3
浙江,1957,4
浙江,1958,5
浙江,1959,6
浙江,1960,3
浙江,1961,2
浙江,1962,16
浙江,1963,11
浙江,1964,6
浙江,1965,2
浙江,1966,1
浙江,1968,3
浙江,1969,4
浙江,1971,1
浙江,1972,1
浙江,1974,8
浙江,1975,24
浙江,1976,23
浙江,1977,7
浙江,1978,10
浙江,1979,19
浙江,1980,43
浙江,1981,100
浙江,1982,93
浙江,1983,22
浙江,1984,14
浙江,1985,12
浙江,1986,19
浙江,1987,34
浙江,1988,38
浙江,1989,39
浙江,1990,43
浙江,1991,63
浙江,1992,79
浙江,1993,97
浙江,1994,110
浙江,1995,179
浙江,1996,167
浙江,1997,145
浙江,1998,136
浙江,1999,187
浙江,2000,190
浙江,2001,176
浙江,2002,128
浙江,2003,129
浙江,2004,142
浙江,2005,143
浙江,2006,148
浙江,2007,127
浙江,2008,142
浙江,2009,102
浙江,2010,112
浙江,2011,106
浙江,2012,149
浙江,2013,144
浙江,2014,150
浙江,2015,155
浙江,2016,126
浙江,2017,136
浙江,2018,123
浙江,2019,183
浙江,2020,98
浙江,2021,91
浙江,2022,49
浙江,2023,23
浙江,2024,2
海南,1830,1
海南,1894,1
海南,1895,1
海南,1913,1
海南,1918,1
海南,1979,3
海南,1980,3
海南,1981,1
海南,1984,1
海南,1987,2
海南,1989,1
海南,1990,1
海南,1997,1
海南,2001,1
海南,2002,3
海南,2003,2
海南,2008,1
海南,2010,2
海南,2020,1
海南,2023,1
湖北,1428,1
湖北,1704,1
湖北,1734,1
湖北,1761,1
湖北,1773,1
湖北,1781,1
湖北,1789,1
湖北,1804,2
湖北,1820,1
湖北,1823,2
湖北,1824,1
湖北,1826,3
湖北,1829,1
湖北,1832,1
湖北,1836,1
湖北,1838,1
湖北,1844,1
湖北,1845,1
湖北,1846,1
湖北,1848,3
湖北,1852,2
湖北,1854,1
湖北,1856,1
湖北,1858,3
湖北,1860,3
湖北,1861,1
湖北,1862,3
湖北,1863,4
湖北,1864,1
湖北,1865,1
湖北,1866,7
湖北,1867,2
湖北,1868,3
湖北,1869,2
湖北,1870,2
湖北,1871,1
湖北,1872,3
湖北,1873,5
湖北,1874,5
湖北,1875,5
湖北,1876,4
湖北,1877,4
湖北,1878,5
湖北,1879,3
湖北,1880,2
湖北,1881,1
湖北,1882,2
湖北,1883,2
湖北,1884,3
湖北,1885,1
湖北,1886,6
湖北,1887,4
湖北,1888,3
湖北,1889,2
湖北,1890,2
湖北,1891,2
湖北,1892,9
湖北,1893,4
湖北,1894,4
湖北,1895,3
湖北,1896,2
湖北,1897,1
湖北,1899,2
湖北,1900,2
湖北,1901,5
湖北,1902,2
湖北,1903,4
湖北,1904,6
湖北,1905,2
湖北,1906,6
湖北,1907,7
湖北,1908,2
湖北,1909,6
湖北,1910,7
湖北,1911,7
湖北,1912,6
湖北,1913,15
湖北,1914,13
湖北,1915,12
湖北,1916,26
湖北,1917,18
湖北,1918,20
湖北,1919,12
湖北,1920,20
湖北,1921,20
湖北,1922,12
湖北,1923,15
湖北,1924,19
湖北,1925,11
湖北,1926,10
湖北,1927,13
湖北,1928,7
湖北,1929,11
湖北,1930,10
湖北,1931,8
湖北,1932,6
湖北,1933,8
湖北,1934,12
湖北,1935,8
湖北,1936,19
湖北,1937,19
湖北,1938,7
湖北,1939,4
湖北,1940,5
湖北,1941,7
湖北,1942,8
湖北,1943,16
湖北,1944,24
湖北,1945,31
湖北,1946,46
湖北,1947,70
湖北,1948,27
湖北,1949,13
湖北,1950,2
湖北,1951,1
湖北,1955,2
湖北,1958,1
湖北,1962,1
湖北,1964,1
湖北,1965,1
湖北,1967,1
湖北,1969,1
湖北,1974,1
湖北,1979,1
湖北,1981,1
湖北,1982,2
湖北,1983,2
湖北,1984,2
湖北,1985,6
湖北,1986,18
湖北,1987,58
湖北,1988,101
湖北,1989,170
湖北,1990,109
湖北,1991,99
湖北,1992,123
湖北,1993,154
湖北,1994,116
湖北,1995,86
湖北,1996,74
湖北,1997,59
湖北,1998,50
湖北,1999,41
湖北,2000,37
湖北,2001,37
湖北,2002,29
湖北,2003,35
湖北,2004,29
湖北,2005,28
湖北,2006,40
湖北,2007,39
湖北,2008,89
湖北,2009,70
湖北,2010,70
湖北,2011,98
湖北,2012,125
湖北,2013,94
湖北,2014,120
湖北,2015,94
湖北,2016,72
湖北,2017,88
湖北,2018,63
湖北,2019,50
湖北,2020,42
湖北,2021,21
湖北,2022,12
湖北,2023,10
湖南,1540,1
湖南,1584,1
湖南,1650,1
湖南,1673,1
湖南,1674,1
湖南,1696,1
湖南,1701,1
湖南,1708,1
湖南,1710,2
湖南,1714,1
湖南,1718,1
湖南,1722,1
湖南,1723,1
湖南,1724,1
湖南,1729,1
湖南,1731,1
湖南,1732,1
湖南,1733,2
湖南,1734,2
湖南,1736,1
湖南,1739,3
湖南,1740,1
湖南,1741,2
湖南,1744,1
湖南,1746,1
湖南,1749,4
湖南,1750,1
湖南,1751,3
湖南,1752,1
湖南,1753,2
湖南,1755,2
湖南,1756,3
湖南,1757,2
湖南,1758,2
湖南,1759,2
湖南,1760,2
湖南,1761,1
湖南,1762,2
湖南,1763,2
湖南,1764,5
湖南,1766,3
湖南,1767,2
湖南,1768,1
湖南,1769,2
湖南,1770,3
湖南,1771,2
湖南,1774,3
湖南,1775,4
湖南,1776,2
湖南,1777,1
湖南,1778,2
湖南,1779,1
湖南,1780,4
湖南,1781,1
湖南,1782,3
湖南,1783,3
湖南,1785,3
湖南,1786,1
湖南,1787,3
湖南,1788,1
湖南,1789,2
湖南,1790,4
湖南,1791,2
湖南,1792,2
湖南,1793,3
湖南,1794,7
湖南,1795,1
湖南,1796,2
湖南,1797,3
湖南,1798,8
湖南,1799,6
湖南,1800,8
湖南,1801,3
湖南,1802,5
湖南,1803,5
湖南,1804,2
湖南,1805,3
湖南,1806,3
湖南,1807,11
湖南,1808,4
湖南,1809,4
湖南,1810,5
湖南,1811,5
湖南,1812,4
湖南,1813,3
湖南,1814,5
湖南,1815,5
湖南,1816,6
湖南,1817,5
湖南,1818,7
湖南,1819,4
湖南,1820,8
湖南,1821,2
湖南,1822,3
湖南,1823,6
湖南,1824,8
湖南,1825,11
湖南,1826,12
湖南,1827,13
湖南,1828,14
湖南,1829,3
湖南,1830,4
湖南,1831,8
湖南,1832,8
湖南,1833,9
湖南,1834,7
湖南,1835,1
湖南,1836,1
湖南,1837,5
湖南,1838,10
湖南,1839,4
湖南,1840,12
湖南,1841,11
湖南,1842,9
湖南,1843,8
湖南,1844,12
湖南,1845,10
湖南,1846,10
湖南,1847,10
湖南,1848,15
湖南,1849,12
湖南,1850,8
湖南,1851,15
湖南,1852,5
湖南,1853,6
湖南,1854,10
湖南,1855,15
湖南,1856,6
湖南,1857,12
湖南,1858,21
湖南,1859,20
湖南,1860,27
湖南,1861,22
湖南,1862,22
湖南,1863,18
湖南,1864,23
湖南,1865,17
湖南,1866,30
湖南,1867,18
湖南,1868,23
湖南,1869,15
湖南,1870,16
湖南,1871,22
湖南,1872,18
湖南,1873,13
湖南,1874,20
湖南,1875,21
湖南,1876,18
湖南,1877,20
湖南,1878,17
湖南,1879,16
湖南,1880,24
湖南,1881,17
湖南,1882,14
湖南,1883,21
湖南,1884,19
湖南,1885,32
湖南,1886,17
湖南,1887,20
湖南,1888,19
湖南,1889,14
湖南,1890,17
湖南,1891,19
湖南,1892,27
湖南,1893,23
湖南,1894,23
湖南,1895,28
湖南,1896,15
湖南,1897,24
湖南,1898,36
湖南,1899,22
湖南,1900,30
湖南,1901,19
湖南,1902,27
湖南,1903,34
湖南,1904,32
湖南,1905,30
湖南,1906,24
湖南,1907,48
湖南,1908,40
湖南,1909,40
湖南,1910,25
湖南,1911,49
湖南,1912,26
湖南,1913,41
湖南,1914,47
湖南,1915,47
湖南,1916,48
湖南,1917,56
湖南,1918,26
湖南,1919,31
湖南,1920,29
湖南,1921,41
湖南,1922,34
湖南,1923,45
湖南,1924,52
湖南,1925,51
湖南,1926,37
湖南,1927,22
湖南,1928,50
湖南,1929,58
湖南,1930,53
湖南,1931,51
湖南,1932,39
湖南,1933,49
湖南,1934,42
湖南,1935,35
湖南,1936,53
湖南,1937,60
湖南,1938,55
湖南,1939,31
湖南,1940,40
湖南,1941,57
湖南,1942,46
湖南,1943,57
湖南,1944,40
湖南,1945,16
湖南,1946,34
湖南,1947,93
湖南,1948,511
湖南,1949,121
湖南,1950,3
湖南,1951,2
湖南,1952,1
湖南,1967,1
湖南,1968,1
湖南,1971,1
湖南,1975,1
湖南,1979,1
湖南,1981,2
湖南,1982,2
湖南,1984,1
湖南,1985,3
湖南,1986,6
湖南,1987,8
湖南,1988,13
湖南,1989,13
湖南,1990,30
湖南,1991,39
湖南,1992,63
湖南,1993,118
湖南,1994,142
湖南,1995,137
湖南,1996,105
湖南,1997,82
湖南,1998,61
湖南,1999,73
湖南,2000,84
湖南,2001,90
湖南,2002,70
湖南,2003,81
湖南,2004,92
湖南,2005,66
湖南,2006,88
湖南,2007,46
湖南,2008,46
湖南,2009,43
湖南,2010,43
湖南,2011,43
湖南,2012,57
湖南,2013,52
湖南,2014,76
湖南,2015,72
湖南,2016,107
湖南,2017,61
湖南,2018,59
湖南,2019,58
湖南,2020,63
湖南,2021,30
湖南,2022,15
湖南,2023,10
湖南,2024,2
甘肃,1681,1
甘肃,1737,1
甘肃,1851,1
甘肃,1853,1
甘肃,1854,1
甘肃,1867,1
甘肃,1868,1
甘肃,1874,1
甘肃,1879,1
甘肃,1881,1
甘肃,1899,1
甘肃,1925,1
甘肃,1926,1
甘肃,1928,2
甘肃,1932,1
甘肃,1936,2
甘肃,1943,1
甘肃,1980,1
甘肃,1990,1
甘肃,1992,2
甘肃,1993,1
甘肃,1994,1
甘肃,1995,2
甘肃,1996,2
甘肃,1997,2
甘肃,1999,2
甘肃,2001,2
甘肃,2002,2
甘肃,2003,3
甘肃,2004,6
甘肃,2005,2
甘肃,2006,9
甘肃,2007,4
甘肃,2008,9
甘肃,2009,2
甘肃,2010,5
甘肃,2011,7
甘肃,2012,8
甘肃,2013,6
甘肃,2014,4
甘肃,2015,6
甘肃,2016,8
甘肃,2017,14
甘肃,2018,7
甘肃,2019,10
甘肃,2020,7
甘肃,2021,9
甘肃,2022,4
福建,1498,1
福建,1523,1
福建,1570,1
福建,1573,1
福建,1574,1
福建,1587,1
福建,1593,1
福建,1594,1
福建,1604,1
福建,1620,1
福建,1627,1
福建,1672,1
福建,1673,1
福建,1674,1
福建,1692,1
福建,1703,1
福建,1707,1
福建,1710,1
福建,1712,1
福建,1721,2
福建,1724,2
福建,1726,1
福建,1727,1
福建,1730,1
福建,1735,1
福建,1748,1
福建,1750,2
福建,1753,1
福建,1756,1
福建,1757,2
福建,1758,2
福建,1760,1
福建,1762,1
福建,1764,1
福建,1768,1
福建,1769,1
福建,1772,1
福建,1773,1
福建,1779,1
福建,1780,1
福建,1781,1
福建,1782,2
福建,1783,2
福建,1786,2
福建,1791,1
福建,1793,1
福建,1794,1
福建,1797,1
福建,1798,1
福建,1800,1
福建,1802,5
福建,1803,1
福建,1805,2
福建,1809,1
福建,1811,3
福建,1812,1
福建,1814,1
福建,1815,3
福建,1817,3
福建,1821,3
福建,1822,1
福建,1823,5
福建,1824,1
福建,1825,3
福建,1827,2
福建,1828,2
福建,1829,3
福建,1831,1
福建,1833,2
福建,1834,2
福建,1835,1
福建,1836,2
福建,1838,1
福建,1839,1
福建,1840,3
福建,1841,1
福建,1843,2
福建,1844,2
福建,1846,3
福建,1847,3
福建,1849,3
福建,1851,4
福建,1852,1
福建,1853,1
福建,1854,4
福建,1856,2
福建,1857,1
福建,1858,1
福建,1860,2
福建,1861,2
福建,1862,1
福建,1864,1
福建,1865,3
福建,1866,3
福建,1867,6
福建,1868,5
福建,1869,1
福建,1870,2
福建,1871,5
福建,1872,9
福建,1873,6
福建,1874,7
福建,1875,2
福建,1876,6
福建,1877,4
福建,1878,3
福建,1880,2
福建,1881,4
福建,1882,4
福建,1883,5
福建,1884,3
福建,1885,4
福建,1886,2
福建,1887,6
福建,1888,9
福建,1889,4
福建,1890,8
福建,1891,3
福建,1892,5
福建,1893,5
福建,1894,6
福建,1895,6
福建,1896,4
福建,1897,9
福建,1898,8
福建,1899,3
福建,1900,7
福建,1901,4
福建,1902,4
福建,1903,3
福建,1904,5
福建,1905,9
福建,1906,7
福建,1907,6
福建,1908,10
福建,1909,7
福建,1910,7
福建,1911,7
福建,1912,7
福建,1913,7
福建,1914,7
福建,1915,5
福建,1916,6
福建,1917,8
福建,1918,5
福建,1919,9
福建,1920,9
福建,1921,6
福建,1922,4
福建,1923,7
福建,1924,9
福建,1925,10
福建,1926,10
福建,1927,3
福建,1928,9
福建,1929,6
福建,1930,8
福建,1931,10
福建,1932,6
福建,1933,12
福建,1934,9
福建,1935,9
福建,1936,9
福建,1937,8
福建,1938,7
福建,1939,8
福建,1940,2
福建,1941,8
