省,市,县,年份,家谱数量
安徽,安庆市,望江县,1997,3
安徽,安庆市,望江县,2011,2
安徽,安庆市,望江县,2014,1
安徽,安庆市,望江县,2015,2
安徽,安庆市,望江县,2016,3
安徽,安庆市,望江县,2017,4
安徽,安庆市,望江县,2018,1
安徽,安庆市,枞阳县,1882,1
安徽,安庆市,枞阳县,1893,1
安徽,安庆市,桐城市,1726,1
安徽,安庆市,桐城市,1747,1
安徽,安庆市,桐城市,1755,1
安徽,安庆市,桐城市,1774,1
安徽,安庆市,桐城市,1779,2
安徽,安庆市,桐城市,1785,1
安徽,安庆市,桐城市,1787,1
安徽,安庆市,桐城市,1797,1
安徽,安庆市,桐城市,1805,2
安徽,安庆市,桐城市,1806,1
安徽,安庆市,桐城市,1807,1
安徽,安庆市,桐城市,1808,1
安徽,安庆市,桐城市,1809,1
安徽,安庆市,桐城市,1814,1
安徽,安庆市,桐城市,1815,1
安徽,安庆市,桐城市,1817,1
安徽,安庆市,桐城市,1818,1
安徽,安庆市,桐城市,1819,1
安徽,安庆市,桐城市,1820,1
安徽,安庆市,桐城市,1821,2
安徽,安庆市,桐城市,1822,1
安徽,安庆市,桐城市,1827,3
安徽,安庆市,桐城市,1830,2
安徽,安庆市,桐城市,1836,1
安徽,安庆市,桐城市,1838,1
安徽,安庆市,桐城市,1841,1
安徽,安庆市,桐城市,1846,2
安徽,安庆市,桐城市,1848,3
安徽,安庆市,桐城市,1849,2
安徽,安庆市,桐城市,1850,1
安徽,安庆市,桐城市,1864,2
安徽,安庆市,桐城市,1865,4
安徽,安庆市,桐城市,1866,5
安徽,安庆市,桐城市,1867,2
安徽,安庆市,桐城市,1868,7
安徽,安庆市,桐城市,1869,6
安徽,安庆市,桐城市,1870,4
安徽,安庆市,桐城市,1871,3
安徽,安庆市,桐城市,1872,3
安徽,安庆市,桐城市,1873,4
安徽,安庆市,桐城市,1874,6
安徽,安庆市,桐城市,1875,1
安徽,安庆市,桐城市,1876,2
安徽,安庆市,桐城市,1877,1
安徽,安庆市,桐城市,1878,4
安徽,安庆市,桐城市,1879,4
安徽,安庆市,桐城市,1880,4
安徽,安庆市,桐城市,1881,1
安徽,安庆市,桐城市,1882,4
安徽,安庆市,桐城市,1883,2
安徽,安庆市,桐城市,1884,3
安徽,安庆市,桐城市,1886,1
安徽,安庆市,桐城市,1890,3
安徽,安庆市,桐城市,1891,2
安徽,安庆市,桐城市,1892,2
安徽,安庆市,桐城市,1893,2
安徽,安庆市,桐城市,1894,3
安徽,安庆市,桐城市,1895,1
安徽,安庆市,桐城市,1896,2
安徽,安庆市,桐城市,1897,5
安徽,安庆市,桐城市,1898,1
安徽,安庆市,桐城市,1899,1
安徽,安庆市,桐城市,1900,3
安徽,安庆市,桐城市,1901,7
安徽,安庆市,桐城市,1902,3
安徽,安庆市,桐城市,1903,1
安徽,安庆市,桐城市,1904,4
安徽,安庆市,桐城市,1905,5
安徽,安庆市,桐城市,1906,7
安徽,安庆市,桐城市,1907,2
安徽,安庆市,桐城市,1908,2
安徽,安庆市,桐城市,1909,2
安徽,安庆市,桐城市,1910,3
安徽,安庆市,桐城市,1911,2
安徽,安庆市,桐城市,1912,2
安徽,安庆市,桐城市,1913,4
安徽,安庆市,桐城市,1914,3
安徽,安庆市,桐城市,1915,5
安徽,安庆市,桐城市,1916,6
安徽,安庆市,桐城市,1917,4
安徽,安庆市,桐城市,1918,4
安徽,安庆市,桐城市,1919,3
安徽,安庆市,桐城市,1920,5
安徽,安庆市,桐城市,1921,3
安徽,安庆市,桐城市,1922,5
安徽,安庆市,桐城市,1923,2
安徽,安庆市,桐城市,1924,5
安徽,安庆市,桐城市,1925,1
安徽,安庆市,桐城市,1926,3
安徽,安庆市,桐城市,1927,1
安徽,安庆市,桐城市,1928,3
安徽,安庆市,桐城市,1929,3
安徽,安庆市,桐城市,1930,2
安徽,安庆市,桐城市,1931,2
安徽,安庆市,桐城市,1932,3
安徽,安庆市,桐城市,1933,3
安徽,安庆市,桐城市,1934,2
安徽,安庆市,桐城市,1936,2
安徽,安庆市,桐城市,1938,1
安徽,安庆市,桐城市,1939,1
安徽,安庆市,桐城市,1942,2
安徽,安庆市,桐城市,1944,1
安徽,安庆市,桐城市,1947,3
安徽,安庆市,桐城市,1948,2
安徽,安庆市,桐城市,1982,1
安徽,安庆市,桐城市,1996,1
安徽,安庆市,桐城市,1999,2
安徽,安庆市,桐城市,2000,2
安徽,安庆市,桐城市,2001,3
安徽,安庆市,桐城市,2002,3
安徽,安庆市,桐城市,2003,3
安徽,安庆市,桐城市,2004,2
安徽,安庆市,桐城市,2005,3
安徽,安庆市,桐城市,2006,5
安徽,安庆市,桐城市,2007,2
安徽,安庆市,桐城市,2008,3
安徽,安庆市,桐城市,2009,3
安徽,安庆市,桐城市,2010,2
安徽,安庆市,桐城市,2011,6
安徽,安庆市,桐城市,2012,6
安徽,安庆市,桐城市,2013,2
安徽,安庆市,桐城市,2014,5
安徽,安庆市,桐城市,2015,3
安徽,安庆市,桐城市,2016,2
安徽,安庆市,桐城市,2017,11
安徽,安庆市,桐城市,2018,5
安徽,安庆市,桐城市,2019,5
安徽,安庆市,桐城市,2020,3
安徽,安庆市,桐城市,2021,2
安徽,安庆市,潜山县,1666,1
安徽,安庆市,潜山县,1700,1
安徽,安庆市,潜山县,1716,1
安徽,安庆市,潜山县,1738,1
安徽,安庆市,潜山县,1757,1
安徽,安庆市,潜山县,1759,1
安徽,安庆市,潜山县,1787,1
安徽,安庆市,潜山县,1798,1
安徽,安庆市,潜山县,1800,1
安徽,安庆市,潜山县,1804,1
安徽,安庆市,潜山县,1807,1
安徽,安庆市,潜山县,1818,1
安徽,安庆市,潜山县,1827,1
安徽,安庆市,潜山县,1832,1
安徽,安庆市,潜山县,1836,1
安徽,安庆市,潜山县,1838,2
安徽,安庆市,潜山县,1839,1
安徽,安庆市,潜山县,1843,1
安徽,安庆市,潜山县,1846,1
安徽,安庆市,潜山县,1849,1
安徽,安庆市,潜山县,1861,1
安徽,安庆市,潜山县,1862,1
安徽,安庆市,潜山县,1864,1
安徽,安庆市,潜山县,1865,2
安徽,安庆市,潜山县,1866,4
安徽,安庆市,潜山县,1869,3
安徽,安庆市,潜山县,1870,1
安徽,安庆市,潜山县,1871,1
安徽,安庆市,潜山县,1872,2
安徽,安庆市,潜山县,1873,3
安徽,安庆市,潜山县,1875,2
安徽,安庆市,潜山县,1883,1
安徽,安庆市,潜山县,1884,1
安徽,安庆市,潜山县,1886,2
安徽,安庆市,潜山县,1891,1
安徽,安庆市,潜山县,1892,1
安徽,安庆市,潜山县,1893,1
安徽,安庆市,潜山县,1894,2
安徽,安庆市,潜山县,1895,4
安徽,安庆市,潜山县,1896,2
安徽,安庆市,潜山县,1897,1
安徽,安庆市,潜山县,1900,2
安徽,安庆市,潜山县,1902,2
安徽,安庆市,潜山县,1903,4
安徽,安庆市,潜山县,1904,5
安徽,安庆市,潜山县,1905,2
安徽,安庆市,潜山县,1906,1
安徽,安庆市,潜山县,1907,2
安徽,安庆市,潜山县,1908,1
安徽,安庆市,潜山县,1909,1
安徽,安庆市,潜山县,1910,1
安徽,安庆市,潜山县,1912,1
安徽,安庆市,潜山县,1915,1
安徽,安庆市,潜山县,1916,2
安徽,安庆市,潜山县,1920,1
安徽,安庆市,潜山县,1921,3
安徽,安庆市,潜山县,1922,1
安徽,安庆市,潜山县,1923,2
安徽,安庆市,潜山县,1924,2
安徽,安庆市,潜山县,1925,1
安徽,安庆市,潜山县,1931,3
安徽,安庆市,潜山县,1933,3
安徽,安庆市,潜山县,1934,1
安徽,安庆市,潜山县,1935,2
安徽,安庆市,潜山县,1937,1
安徽,安庆市,潜山县,1939,1
安徽,安庆市,潜山县,1940,1
安徽,安庆市,潜山县,1943,1
安徽,安庆市,潜山县,1945,1
安徽,安庆市,潜山县,1947,1
安徽,安庆市,潜山县,1988,1
安徽,安庆市,潜山县,2004,1
安徽,安庆市,潜山市,1962,1
安徽,安庆市,潜山市,1987,1
安徽,安庆市,潜山市,1988,3
安徽,安庆市,潜山市,1989,4
安徽,安庆市,潜山市,1990,6
安徽,安庆市,潜山市,1991,2
安徽,安庆市,潜山市,1994,1
安徽,安庆市,潜山市,1996,5
安徽,安庆市,潜山市,1998,1
安徽,安庆市,潜山市,2000,2
安徽,安庆市,潜山市,2003,1
安徽,安庆市,潜山市,2004,1
安徽,安庆市,潜山市,2005,4
安徽,安庆市,潜山市,2006,2
安徽,安庆市,潜山市,2007,1
安徽,安庆市,潜山市,2008,2
安徽,安庆市,潜山市,2009,1
安徽,安庆市,潜山市,2011,1
安徽,安庆市,潜山市,2012,2
安徽,安庆市,潜山市,2014,2
安徽,安庆市,潜山市,2015,3
安徽,安庆市,潜山市,2017,2
安徽,安庆市,潜山市,2018,1
安徽,安庆市,潜山市,2019,1
安徽,安庆市,潜山市,2020,1
安徽,安庆市,潜山市,2023,1
安徽,安庆市,迎江区,2001,1
安徽,宣城市,宁国市,1695,1
安徽,宣城市,宁国市,1730,1
安徽,宣城市,宁国市,1759,1
安徽,宣城市,宁国市,1766,1
安徽,宣城市,宁国市,1781,1
安徽,宣城市,宁国市,1809,1
安徽,宣城市,宁国市,1828,1
安徽,宣城市,宁国市,1889,1
安徽,宣城市,宁国市,1891,1
安徽,宣城市,宁国市,1893,1
安徽,宣城市,宁国市,1908,1
安徽,宣城市,宁国市,1909,1
安徽,宣城市,宁国市,1910,1
安徽,宣城市,宁国市,2016,1
安徽,宣城市,宁国市,2021,2
安徽,宣城市,宣州区,1675,1
安徽,宣城市,宣州区,1712,1
安徽,宣城市,宣州区,1750,1
安徽,宣城市,宣州区,1871,1
安徽,宣城市,宣州区,1877,1
安徽,宣城市,宣州区,1882,1
安徽,宣城市,宣州区,1895,2
安徽,宣城市,宣州区,1898,1
安徽,宣城市,宣州区,1904,1
安徽,宣城市,宣州区,1915,1
安徽,宣城市,宣州区,1923,1
安徽,宣城市,宣州区,1925,1
安徽,宣城市,宣州区,2007,1
安徽,宣城市,宣州区,2019,1
安徽,宣城市,广德县,1778,1
安徽,宣城市,广德县,1859,1
安徽,宣城市,广德县,1924,1
安徽,宣城市,广德县,1925,1
安徽,宣城市,广德县,1935,1
安徽,宣城市,广德县,1939,1
安徽,宣城市,广德市,2014,1
安徽,宣城市,广德市,2019,1
安徽,宣城市,广德市,2021,1
安徽,宣城市,旌德县,1474,1
安徽,宣城市,旌德县,1518,1
安徽,宣城市,旌德县,1583,1
安徽,宣城市,旌德县,1612,1
安徽,宣城市,旌德县,1617,1
安徽,宣城市,旌德县,1621,1
安徽,宣城市,旌德县,1687,1
安徽,宣城市,旌德县,1698,1
安徽,宣城市,旌德县,1700,1
安徽,宣城市,旌德县,1718,1
安徽,宣城市,旌德县,1719,1
安徽,宣城市,旌德县,1720,1
安徽,宣城市,旌德县,1757,1
安徽,宣城市,旌德县,1758,1
安徽,宣城市,旌德县,1761,1
安徽,宣城市,旌德县,1771,1
安徽,宣城市,旌德县,1774,2
安徽,宣城市,旌德县,1776,1
安徽,宣城市,旌德县,1780,1
安徽,宣城市,旌德县,1782,1
安徽,宣城市,旌德县,1783,1
安徽,宣城市,旌德县,1784,1
安徽,宣城市,旌德县,1785,1
安徽,宣城市,旌德县,1787,1
安徽,宣城市,旌德县,1807,1
安徽,宣城市,旌德县,1819,1
安徽,宣城市,旌德县,1825,1
安徽,宣城市,旌德县,1829,1
安徽,宣城市,旌德县,1831,1
安徽,宣城市,旌德县,1832,1
安徽,宣城市,旌德县,1841,1
安徽,宣城市,旌德县,1842,1
安徽,宣城市,旌德县,1846,1
安徽,宣城市,旌德县,1850,1
安徽,宣城市,旌德县,1858,1
安徽,宣城市,旌德县,1887,2
安徽,宣城市,旌德县,1889,1
安徽,宣城市,旌德县,1900,3
安徽,宣城市,旌德县,1903,1
安徽,宣城市,旌德县,1904,2
安徽,宣城市,旌德县,1907,1
安徽,宣城市,旌德县,1908,1
安徽,宣城市,旌德县,1909,2
安徽,宣城市,旌德县,1917,1
安徽,宣城市,旌德县,1919,1
安徽,宣城市,旌德县,1921,1
安徽,宣城市,旌德县,1923,2
安徽,宣城市,旌德县,1924,2
安徽,宣城市,旌德县,1927,1
安徽,宣城市,旌德县,1928,1
安徽,宣城市,旌德县,1929,1
安徽,宣城市,旌德县,1938,1
安徽,宣城市,旌德县,1998,1
安徽,宣城市,旌德县,2010,1
安徽,宣城市,泾县,1535,1
安徽,宣城市,泾县,1538,1
安徽,宣城市,泾县,1541,1
安徽,宣城市,泾县,1577,1
安徽,宣城市,泾县,1578,1
安徽,宣城市,泾县,1580,1
安徽,宣城市,泾县,1598,2
安徽,宣城市,泾县,1606,1
安徽,宣城市,泾县,1618,1
安徽,宣城市,泾县,1663,1
安徽,宣城市,泾县,1702,1
安徽,宣城市,泾县,1735,1
安徽,宣城市,泾县,1753,1
安徽,宣城市,泾县,1764,1
安徽,宣城市,泾县,1765,1
安徽,宣城市,泾县,1767,1
安徽,宣城市,泾县,1774,1
安徽,宣城市,泾县,1777,2
安徽,宣城市,泾县,1778,2
安徽,宣城市,泾县,1779,1
安徽,宣城市,泾县,1780,2
安徽,宣城市,泾县,1793,1
安徽,宣城市,泾县,1801,1
安徽,宣城市,泾县,1808,1
安徽,宣城市,泾县,1809,2
安徽,宣城市,泾县,1812,1
安徽,宣城市,泾县,1813,1
安徽,宣城市,泾县,1816,1
安徽,宣城市,泾县,1823,1
安徽,宣城市,泾县,1825,1
安徽,宣城市,泾县,1826,1
安徽,宣城市,泾县,1827,1
安徽,宣城市,泾县,1830,1
安徽,宣城市,泾县,1839,1
安徽,宣城市,泾县,1842,1
安徽,宣城市,泾县,1844,1
安徽,宣城市,泾县,1846,1
安徽,宣城市,泾县,1847,1
安徽,宣城市,泾县,1857,2
安徽,宣城市,泾县,1872,1
安徽,宣城市,泾县,1873,1
安徽,宣城市,泾县,1874,1
安徽,宣城市,泾县,1878,1
安徽,宣城市,泾县,1883,1
安徽,宣城市,泾县,1884,1
安徽,宣城市,泾县,1885,1
安徽,宣城市,泾县,1886,2
安徽,宣城市,泾县,1888,1
安徽,宣城市,泾县,1891,1
安徽,宣城市,泾县,1893,1
安徽,宣城市,泾县,1894,2
安徽,宣城市,泾县,1896,1
安徽,宣城市,泾县,1897,1
安徽,宣城市,泾县,1899,1
安徽,宣城市,泾县,1902,2
安徽,宣城市,泾县,1906,1
安徽,宣城市,泾县,1908,1
安徽,宣城市,泾县,1909,1
安徽,宣城市,泾县,1911,1
安徽,宣城市,泾县,1914,1
安徽,宣城市,泾县,1915,1
安徽,宣城市,泾县,1916,6
安徽,宣城市,泾县,1917,1
安徽,宣城市,泾县,1918,1
安徽,宣城市,泾县,1919,1
安徽,宣城市,泾县,1920,2
安徽,宣城市,泾县,1922,3
安徽,宣城市,泾县,1923,2
安徽,宣城市,泾县,1924,1
安徽,宣城市,泾县,1925,1
安徽,宣城市,泾县,1928,1
安徽,宣城市,泾县,1931,2
安徽,宣城市,泾县,1932,1
安徽,宣城市,泾县,1933,1
安徽,宣城市,泾县,1934,2
安徽,宣城市,泾县,1937,1
安徽,宣城市,泾县,1940,1
安徽,宣城市,泾县,1942,1
安徽,宣城市,泾县,1988,1
安徽,宣城市,泾县,1997,1
安徽,宣城市,泾县,2006,1
安徽,宣城市,泾县,2014,2
安徽,宣城市,泾县,2015,1
安徽,宣城市,泾县,2020,1
安徽,宣城市,泾县,2021,1
安徽,宣城市,绩溪县,1541,1
安徽,宣城市,绩溪县,1565,1
安徽,宣城市,绩溪县,1612,1
安徽,宣城市,绩溪县,1666,1
安徽,宣城市,绩溪县,1716,1
安徽,宣城市,绩溪县,1763,1
安徽,宣城市,绩溪县,1772,1
安徽,宣城市,绩溪县,1797,1
安徽,宣城市,绩溪县,1819,1
安徽,宣城市,绩溪县,1822,1
安徽,宣城市,绩溪县,1829,2
安徽,宣城市,绩溪县,1839,1
安徽,宣城市,绩溪县,1848,1
安徽,宣城市,绩溪县,1849,1
安徽,宣城市,绩溪县,1851,1
安徽,宣城市,绩溪县,1854,1
安徽,宣城市,绩溪县,1870,1
安徽,宣城市,绩溪县,1876,2
安徽,宣城市,绩溪县,1877,2
安徽,宣城市,绩溪县,1878,1
安徽,宣城市,绩溪县,1879,1
安徽,宣城市,绩溪县,1880,1
安徽,宣城市,绩溪县,1881,1
安徽,宣城市,绩溪县,1884,2
安徽,宣城市,绩溪县,1887,1
安徽,宣城市,绩溪县,1888,1
安徽,宣城市,绩溪县,1889,2
安徽,宣城市,绩溪县,1890,1
安徽,宣城市,绩溪县,1891,2
安徽,宣城市,绩溪县,1895,1
安徽,宣城市,绩溪县,1896,2
安徽,宣城市,绩溪县,1897,1
安徽,宣城市,绩溪县,1898,1
安徽,宣城市,绩溪县,1902,1
安徽,宣城市,绩溪县,1904,1
安徽,宣城市,绩溪县,1905,1
安徽,宣城市,绩溪县,1907,2
安徽,宣城市,绩溪县,1910,1
安徽,宣城市,绩溪县,1911,4
安徽,宣城市,绩溪县,1912,1
安徽,宣城市,绩溪县,1914,1
安徽,宣城市,绩溪县,1915,2
安徽,宣城市,绩溪县,1916,3
安徽,宣城市,绩溪县,1918,1
安徽,宣城市,绩溪县,1919,2
安徽,宣城市,绩溪县,1920,2
安徽,宣城市,绩溪县,1921,2
安徽,宣城市,绩溪县,1923,1
安徽,宣城市,绩溪县,1924,2
安徽,宣城市,绩溪县,1925,4
安徽,宣城市,绩溪县,1927,4
安徽,宣城市,绩溪县,1930,1
安徽,宣城市,绩溪县,1933,1
安徽,宣城市,绩溪县,1934,2
安徽,宣城市,绩溪县,1935,2
安徽,宣城市,绩溪县,1936,1
安徽,宣城市,绩溪县,1940,2
安徽,宣城市,绩溪县,1941,1
安徽,宣城市,绩溪县,1946,2
安徽,宣城市,绩溪县,1947,1
安徽,宣城市,绩溪县,1964,1
安徽,宣城市,绩溪县,1996,1
安徽,宣城市,绩溪县,2000,1
安徽,宣城市,绩溪县,2001,2
安徽,宣城市,绩溪县,2004,2
安徽,宣城市,绩溪县,2005,1
安徽,宣城市,绩溪县,2006,1
安徽,宣城市,绩溪县,2011,1
安徽,宣城市,绩溪县,2017,3
安徽,宣城市,绩溪县,2018,1
安徽,宣城市,绩溪县,2019,2
安徽,宣城市,绩溪县,2020,1
安徽,宣城市,绩溪县,2021,2
安徽,宣城市,郎溪县,1839,1
安徽,宣城市,郎溪县,1897,1
安徽,宣城市,郎溪县,1986,1
安徽,宣城市,郎溪县,2018,1
安徽,宿州市,埇桥区,2009,1
安徽,宿州市,埇桥区,2015,1
安徽,宿州市,泗县,1919,1
安徽,宿州市,泗县,1994,1
安徽,宿州市,泗县,1996,1
安徽,宿州市,泗县,2000,2
安徽,宿州市,泗县,2008,1
安徽,宿州市,泗县,2016,1
安徽,宿州市,泗县,2018,1
安徽,宿州市,泗县,2020,1
安徽,宿州市,泗县,2021,1
安徽,宿州市,灵璧县,1915,1
安徽,宿州市,灵璧县,1994,1
安徽,宿州市,灵璧县,1996,3
安徽,宿州市,灵璧县,1997,1
安徽,宿州市,灵璧县,2000,1
安徽,宿州市,灵璧县,2001,1
安徽,宿州市,灵璧县,2012,1
安徽,宿州市,灵璧县,2018,1
安徽,宿州市,灵璧县,2019,1
安徽,宿州市,砀山县,2003,1
安徽,宿州市,砀山县,2009,1
安徽,宿州市,砀山县,2011,1
安徽,宿州市,萧县,1935,1
安徽,宿州市,萧县,1984,1
安徽,宿州市,萧县,1993,1
安徽,宿州市,萧县,2001,1
安徽,宿州市,萧县,2004,1
安徽,宿州市,萧县,2008,1
安徽,宿州市,萧县,2009,2
安徽,宿州市,萧县,2012,1
安徽,宿州市,萧县,2013,1
安徽,宿州市,萧县,2015,1
安徽,宿州市,萧县,2016,1
安徽,宿州市,萧县,2017,1
安徽,宿州市,萧县,2018,1
安徽,巢湖市,含山县,1876,1
安徽,巢湖市,含山县,1880,1
安徽,巢湖市,含山县,1917,1
安徽,巢湖市,庐江县,1785,1
安徽,巢湖市,庐江县,1867,1
安徽,巢湖市,庐江县,1875,1
安徽,巢湖市,庐江县,1878,1
安徽,巢湖市,庐江县,1896,1
安徽,巢湖市,庐江县,1901,1
安徽,巢湖市,庐江县,1910,1
安徽,巢湖市,庐江县,1911,1
安徽,巢湖市,庐江县,1913,1
安徽,巢湖市,庐江县,1914,2
安徽,巢湖市,庐江县,1916,1
安徽,巢湖市,庐江县,1918,1
安徽,巢湖市,庐江县,1920,1
安徽,巢湖市,庐江县,1922,1
安徽,巢湖市,庐江县,1927,1
安徽,巢湖市,无为县,1732,1
安徽,巢湖市,无为县,1822,3
安徽,巢湖市,无为县,1829,1
安徽,巢湖市,无为县,1846,1
安徽,巢湖市,无为县,1862,1
安徽,巢湖市,无为县,1868,1
安徽,巢湖市,无为县,1874,1
安徽,巢湖市,无为县,1875,1
安徽,巢湖市,无为县,1876,1
安徽,巢湖市,无为县,1878,1
安徽,巢湖市,无为县,1881,1
安徽,巢湖市,无为县,1901,1
安徽,巢湖市,无为县,1910,1
安徽,巢湖市,无为县,1914,1
安徽,巢湖市,无为县,1915,1
安徽,巢湖市,无为县,1916,1
安徽,巢湖市,无为县,1917,2
安徽,巢湖市,无为县,1918,1
安徽,巢湖市,无为县,1919,2
安徽,巢湖市,无为县,1920,1
安徽,巢湖市,无为县,1921,1
安徽,巢湖市,无为县,1922,1
安徽,巢湖市,无为县,1923,1
安徽,巢湖市,无为县,1925,1
安徽,巢湖市,无为县,1929,1
安徽,巢湖市,无为县,1933,1
安徽,巢湖市,无为县,1937,1
安徽,巢湖市,无为县,1941,1
安徽,巢湖市,无为县,1947,2
安徽,巢湖市,无为县,1986,1
安徽,池州市,东至县,1729,1
安徽,池州市,东至县,1872,1
安徽,池州市,东至县,1910,1
安徽,池州市,东至县,1911,1
安徽,池州市,东至县,1916,1
安徽,池州市,东至县,2000,1
安徽,池州市,东至县,2005,1
安徽,池州市,东至县,2006,1
安徽,池州市,东至县,2009,1
安徽,池州市,东至县,2012,1
安徽,池州市,东至县,2014,1
安徽,池州市,东至县,2016,2
安徽,池州市,东至县,2017,3
安徽,池州市,东至县,2018,4
安徽,池州市,东至县,2019,2
安徽,池州市,东至县,2023,1
安徽,池州市,石台县,1765,1
安徽,池州市,石台县,1874,1
安徽,池州市,石台县,1877,1
安徽,池州市,石台县,1887,1
安徽,池州市,石台县,1891,1
安徽,池州市,石台县,1895,1
安徽,池州市,石台县,1907,1
安徽,池州市,石台县,1915,2
安徽,池州市,石台县,1916,1
安徽,池州市,石台县,1930,1
安徽,池州市,石台县,2002,1
安徽,池州市,石台县,2008,1
安徽,池州市,石台县,2016,1
安徽,池州市,石台县,2020,1
安徽,池州市,贵池区,1569,1
安徽,池州市,贵池区,1570,1
安徽,池州市,贵池区,1586,1
安徽,池州市,贵池区,1766,1
安徽,池州市,贵池区,1823,1
安徽,池州市,贵池区,1874,1
安徽,池州市,贵池区,1887,1
安徽,池州市,贵池区,1893,1
安徽,池州市,贵池区,1895,1
安徽,池州市,贵池区,1917,1
安徽,池州市,贵池区,1918,1
安徽,池州市,贵池区,1927,1
安徽,池州市,贵池区,1948,1
安徽,池州市,贵池区,1973,1
安徽,池州市,贵池区,1990,1
安徽,池州市,贵池区,1995,1
安徽,池州市,贵池区,2000,1
安徽,池州市,贵池区,2006,1
安徽,池州市,贵池区,2011,3
安徽,池州市,贵池区,2012,1
安徽,池州市,贵池区,2013,2
安徽,池州市,贵池区,2015,1
安徽,池州市,贵池区,2016,5
安徽,池州市,贵池区,2018,3
安徽,池州市,贵池区,2019,3
安徽,池州市,贵池区,2020,5
安徽,池州市,贵池区,2021,1
安徽,池州市,贵池区,2022,1
安徽,池州市,青阳县,1643,1
安徽,池州市,青阳县,1763,1
安徽,池州市,青阳县,1850,1
安徽,池州市,青阳县,1883,1
安徽,池州市,青阳县,1884,1
安徽,池州市,青阳县,1889,1
安徽,池州市,青阳县,1891,1
安徽,池州市,青阳县,1894,1
安徽,池州市,青阳县,1897,1
安徽,池州市,青阳县,1904,1
安徽,池州市,青阳县,1911,1
安徽,池州市,青阳县,1925,1
安徽,池州市,青阳县,1995,1
安徽,池州市,青阳县,2020,2
安徽,池州市,青阳县,2021,1
安徽,淮北市,濉溪县,1998,1
安徽,淮北市,濉溪县,2002,1
安徽,淮北市,濉溪县,2005,1
安徽,淮北市,濉溪县,2010,1
安徽,淮北市,濉溪县,2015,2
安徽,淮北市,濉溪县,2017,1
安徽,淮北市,濉溪县,2018,1
安徽,淮北市,烈山区,1994,2
安徽,淮北市,烈山区,2003,1
安徽,淮北市,烈山区,2004,1
安徽,淮北市,烈山区,2014,1
安徽,淮北市,烈山区,2020,1
安徽,淮南市,凤台县,1992,1
安徽,淮南市,凤台县,2008,1
安徽,淮南市,凤台县,2014,1
安徽,淮南市,凤台县,2015,1
安徽,淮南市,凤台县,2016,1
安徽,淮南市,凤台县,2017,1
安徽,淮南市,凤台县,2019,1
安徽,淮南市,凤台县,2020,1
安徽,淮南市,大通区,2009,1
安徽,淮南市,大通区,2016,1
安徽,淮南市,寿县,1990,1
安徽,淮南市,寿县,1995,1
安徽,淮南市,寿县,1996,1
安徽,淮南市,寿县,1997,1
安徽,淮南市,寿县,2002,1
安徽,淮南市,寿县,2004,1
安徽,淮南市,寿县,2005,2
安徽,淮南市,寿县,2006,4
安徽,淮南市,寿县,2007,4
安徽,淮南市,寿县,2008,2
安徽,淮南市,寿县,2009,2
安徽,淮南市,寿县,2010,3
安徽,淮南市,寿县,2011,3
安徽,淮南市,寿县,2012,4
安徽,淮南市,寿县,2013,2
安徽,淮南市,寿县,2014,1
安徽,淮南市,寿县,2015,3
安徽,淮南市,寿县,2016,4
安徽,淮南市,寿县,2017,1
安徽,淮南市,寿县,2018,3
安徽,淮南市,寿县,2019,1
安徽,淮南市,寿县,2020,3
安徽,淮南市,潘集区,1999,1
安徽,淮南市,潘集区,2004,1
安徽,淮南市,潘集区,2014,1
安徽,淮南市,潘集区,2021,1
安徽,淮南市,田家庵区,1988,1
安徽,淮南市,谢家集区,2014,1
安徽,滁州市,全椒县,1909,1
安徽,滁州市,全椒县,1927,1
安徽,滁州市,全椒县,2003,1
安徽,滁州市,全椒县,2004,1
安徽,滁州市,全椒县,2012,1
安徽,滁州市,全椒县,2016,1
安徽,滁州市,凤阳县,1914,1
安徽,滁州市,凤阳县,1923,1
安徽,滁州市,凤阳县,2000,3
安徽,滁州市,凤阳县,2005,1
安徽,滁州市,凤阳县,2013,1
安徽,滁州市,凤阳县,2014,2
安徽,滁州市,凤阳县,2017,1
安徽,滁州市,凤阳县,2018,1
安徽,滁州市,凤阳县,2020,1
安徽,滁州市,凤阳县,2021,1
安徽,滁州市,凤阳县,2022,1
安徽,滁州市,天长市,1894,1
安徽,滁州市,天长市,1924,2
安徽,滁州市,天长市,1935,1
安徽,滁州市,天长市,1937,1
安徽,滁州市,天长市,1997,1
安徽,滁州市,天长市,1999,2
安徽,滁州市,天长市,2000,1
安徽,滁州市,天长市,2002,4
安徽,滁州市,天长市,2003,3
安徽,滁州市,天长市,2004,2
安徽,滁州市,天长市,2006,4
安徽,滁州市,天长市,2007,2
安徽,滁州市,天长市,2008,7
安徽,滁州市,天长市,2009,4
安徽,滁州市,天长市,2010,4
安徽,滁州市,天长市,2012,8
安徽,滁州市,天长市,2013,2
安徽,滁州市,天长市,2015,1
安徽,滁州市,天长市,2017,2
安徽,滁州市,天长市,2018,2
安徽,滁州市,天长市,2023,1
安徽,滁州市,定远县,1878,1
安徽,滁州市,定远县,1903,1
安徽,滁州市,定远县,2006,2
安徽,滁州市,定远县,2007,1
安徽,滁州市,定远县,2010,1
安徽,滁州市,定远县,2014,3
安徽,滁州市,定远县,2015,1
安徽,滁州市,定远县,2016,1
