省,市,县,年份,家谱数量
浙江,丽水市,云和县,1987,1
浙江,丽水市,云和县,1988,1
浙江,丽水市,云和县,1989,2
浙江,丽水市,云和县,1992,1
浙江,丽水市,云和县,1994,2
浙江,丽水市,云和县,1995,1
浙江,丽水市,云和县,1996,1
浙江,丽水市,云和县,1997,2
浙江,丽水市,云和县,1999,3
浙江,丽水市,云和县,2000,5
浙江,丽水市,云和县,2007,1
浙江,丽水市,云和县,2009,1
浙江,丽水市,云和县,2011,1
浙江,丽水市,云和县,2016,1
浙江,丽水市,云和县,2017,1
浙江,丽水市,庆元县,1638,1
浙江,丽水市,庆元县,1713,1
浙江,丽水市,庆元县,1778,1
浙江,丽水市,庆元县,1786,1
浙江,丽水市,庆元县,1793,1
浙江,丽水市,庆元县,1826,1
浙江,丽水市,庆元县,1868,1
浙江,丽水市,庆元县,1869,1
浙江,丽水市,庆元县,1878,1
浙江,丽水市,庆元县,1895,1
浙江,丽水市,庆元县,1910,2
浙江,丽水市,庆元县,1917,1
浙江,丽水市,庆元县,1918,2
浙江,丽水市,庆元县,1920,1
浙江,丽水市,庆元县,1921,1
浙江,丽水市,庆元县,1924,1
浙江,丽水市,庆元县,1928,1
浙江,丽水市,庆元县,1929,2
浙江,丽水市,庆元县,1938,1
浙江,丽水市,庆元县,1939,1
浙江,丽水市,庆元县,1940,2
浙江,丽水市,庆元县,1942,1
浙江,丽水市,庆元县,1946,1
浙江,丽水市,庆元县,1947,1
浙江,丽水市,庆元县,1950,1
浙江,丽水市,庆元县,1981,1
浙江,丽水市,庆元县,1982,5
浙江,丽水市,庆元县,1983,2
浙江,丽水市,庆元县,1984,1
浙江,丽水市,庆元县,1986,2
浙江,丽水市,庆元县,1987,3
浙江,丽水市,庆元县,1988,5
浙江,丽水市,庆元县,1989,1
浙江,丽水市,庆元县,1990,5
浙江,丽水市,庆元县,1991,3
浙江,丽水市,庆元县,1992,5
浙江,丽水市,庆元县,1993,3
浙江,丽水市,庆元县,1994,4
浙江,丽水市,庆元县,1995,3
浙江,丽水市,庆元县,1996,1
浙江,丽水市,庆元县,1997,1
浙江,丽水市,庆元县,1999,3
浙江,丽水市,庆元县,2001,1
浙江,丽水市,庆元县,2002,1
浙江,丽水市,庆元县,2005,1
浙江,丽水市,景宁畲族自治县,1703,1
浙江,丽水市,景宁畲族自治县,1727,1
浙江,丽水市,景宁畲族自治县,1799,1
浙江,丽水市,景宁畲族自治县,1804,1
浙江,丽水市,景宁畲族自治县,1809,1
浙江,丽水市,景宁畲族自治县,1811,1
浙江,丽水市,景宁畲族自治县,1813,1
浙江,丽水市,景宁畲族自治县,1817,1
浙江,丽水市,景宁畲族自治县,1826,1
浙江,丽水市,景宁畲族自治县,1828,1
浙江,丽水市,景宁畲族自治县,1829,1
浙江,丽水市,景宁畲族自治县,1836,1
浙江,丽水市,景宁畲族自治县,1844,1
浙江,丽水市,景宁畲族自治县,1847,1
浙江,丽水市,景宁畲族自治县,1849,1
浙江,丽水市,景宁畲族自治县,1851,1
浙江,丽水市,景宁畲族自治县,1858,1
浙江,丽水市,景宁畲族自治县,1866,2
浙江,丽水市,景宁畲族自治县,1868,2
浙江,丽水市,景宁畲族自治县,1872,1
浙江,丽水市,景宁畲族自治县,1874,1
浙江,丽水市,景宁畲族自治县,1881,1
浙江,丽水市,景宁畲族自治县,1884,1
浙江,丽水市,景宁畲族自治县,1886,1
浙江,丽水市,景宁畲族自治县,1894,1
浙江,丽水市,景宁畲族自治县,1898,1
浙江,丽水市,景宁畲族自治县,1907,1
浙江,丽水市,景宁畲族自治县,1908,1
浙江,丽水市,景宁畲族自治县,1915,1
浙江,丽水市,景宁畲族自治县,1919,2
浙江,丽水市,景宁畲族自治县,1924,1
浙江,丽水市,景宁畲族自治县,1926,1
浙江,丽水市,景宁畲族自治县,1927,2
浙江,丽水市,景宁畲族自治县,1930,1
浙江,丽水市,景宁畲族自治县,1931,3
浙江,丽水市,景宁畲族自治县,1932,1
浙江,丽水市,景宁畲族自治县,1934,1
浙江,丽水市,景宁畲族自治县,1937,1
浙江,丽水市,景宁畲族自治县,1938,2
浙江,丽水市,景宁畲族自治县,1939,1
浙江,丽水市,景宁畲族自治县,1940,1
浙江,丽水市,景宁畲族自治县,1942,1
浙江,丽水市,景宁畲族自治县,1945,1
浙江,丽水市,景宁畲族自治县,1949,1
浙江,丽水市,景宁畲族自治县,1950,1
浙江,丽水市,景宁畲族自治县,1987,1
浙江,丽水市,景宁畲族自治县,1988,2
浙江,丽水市,景宁畲族自治县,1991,1
浙江,丽水市,景宁畲族自治县,1993,3
浙江,丽水市,景宁畲族自治县,1994,2
浙江,丽水市,景宁畲族自治县,1995,1
浙江,丽水市,景宁畲族自治县,1996,2
浙江,丽水市,景宁畲族自治县,2000,1
浙江,丽水市,景宁畲族自治县,2001,1
浙江,丽水市,景宁畲族自治县,2004,1
浙江,丽水市,景宁畲族自治县,2019,1
浙江,丽水市,松阳县,1774,1
浙江,丽水市,松阳县,1790,1
浙江,丽水市,松阳县,1792,1
浙江,丽水市,松阳县,1794,1
浙江,丽水市,松阳县,1800,1
浙江,丽水市,松阳县,1801,1
浙江,丽水市,松阳县,1802,1
浙江,丽水市,松阳县,1809,1
浙江,丽水市,松阳县,1810,1
浙江,丽水市,松阳县,1814,1
浙江,丽水市,松阳县,1816,1
浙江,丽水市,松阳县,1817,1
浙江,丽水市,松阳县,1824,2
浙江,丽水市,松阳县,1826,1
浙江,丽水市,松阳县,1827,1
浙江,丽水市,松阳县,1828,1
浙江,丽水市,松阳县,1829,1
浙江,丽水市,松阳县,1831,1
浙江,丽水市,松阳县,1837,1
浙江,丽水市,松阳县,1839,3
浙江,丽水市,松阳县,1840,1
浙江,丽水市,松阳县,1841,1
浙江,丽水市,松阳县,1842,1
浙江,丽水市,松阳县,1843,2
浙江,丽水市,松阳县,1844,5
浙江,丽水市,松阳县,1846,1
浙江,丽水市,松阳县,1847,1
浙江,丽水市,松阳县,1849,2
浙江,丽水市,松阳县,1850,2
浙江,丽水市,松阳县,1851,2
浙江,丽水市,松阳县,1856,1
浙江,丽水市,松阳县,1857,5
浙江,丽水市,松阳县,1858,1
浙江,丽水市,松阳县,1859,1
浙江,丽水市,松阳县,1860,2
浙江,丽水市,松阳县,1861,3
浙江,丽水市,松阳县,1864,1
浙江,丽水市,松阳县,1865,2
浙江,丽水市,松阳县,1868,4
浙江,丽水市,松阳县,1869,3
浙江,丽水市,松阳县,1870,6
浙江,丽水市,松阳县,1871,3
浙江,丽水市,松阳县,1872,5
浙江,丽水市,松阳县,1873,5
浙江,丽水市,松阳县,1874,3
浙江,丽水市,松阳县,1875,3
浙江,丽水市,松阳县,1876,2
浙江,丽水市,松阳县,1878,3
浙江,丽水市,松阳县,1880,4
浙江,丽水市,松阳县,1881,7
浙江,丽水市,松阳县,1882,1
浙江,丽水市,松阳县,1883,1
浙江,丽水市,松阳县,1884,1
浙江,丽水市,松阳县,1885,3
浙江,丽水市,松阳县,1886,1
浙江,丽水市,松阳县,1887,4
浙江,丽水市,松阳县,1888,1
浙江,丽水市,松阳县,1889,1
浙江,丽水市,松阳县,1890,1
浙江,丽水市,松阳县,1891,1
浙江,丽水市,松阳县,1892,2
浙江,丽水市,松阳县,1893,5
浙江,丽水市,松阳县,1894,4
浙江,丽水市,松阳县,1895,9
浙江,丽水市,松阳县,1896,3
浙江,丽水市,松阳县,1897,5
浙江,丽水市,松阳县,1898,4
浙江,丽水市,松阳县,1899,3
浙江,丽水市,松阳县,1900,1
浙江,丽水市,松阳县,1901,2
浙江,丽水市,松阳县,1902,5
浙江,丽水市,松阳县,1903,3
浙江,丽水市,松阳县,1904,4
浙江,丽水市,松阳县,1905,2
浙江,丽水市,松阳县,1906,4
浙江,丽水市,松阳县,1908,3
浙江,丽水市,松阳县,1909,3
浙江,丽水市,松阳县,1910,4
浙江,丽水市,松阳县,1911,5
浙江,丽水市,松阳县,1912,2
浙江,丽水市,松阳县,1913,3
浙江,丽水市,松阳县,1914,3
浙江,丽水市,松阳县,1915,4
浙江,丽水市,松阳县,1916,6
浙江,丽水市,松阳县,1917,4
浙江,丽水市,松阳县,1918,6
浙江,丽水市,松阳县,1919,9
浙江,丽水市,松阳县,1920,4
浙江,丽水市,松阳县,1921,6
浙江,丽水市,松阳县,1922,6
浙江,丽水市,松阳县,1923,4
浙江,丽水市,松阳县,1924,5
浙江,丽水市,松阳县,1925,5
浙江,丽水市,松阳县,1926,4
浙江,丽水市,松阳县,1927,5
浙江,丽水市,松阳县,1928,8
浙江,丽水市,松阳县,1929,6
浙江,丽水市,松阳县,1930,5
浙江,丽水市,松阳县,1931,5
浙江,丽水市,松阳县,1932,10
浙江,丽水市,松阳县,1933,6
浙江,丽水市,松阳县,1934,1
浙江,丽水市,松阳县,1935,2
浙江,丽水市,松阳县,1936,6
浙江,丽水市,松阳县,1937,10
浙江,丽水市,松阳县,1938,4
浙江,丽水市,松阳县,1939,6
浙江,丽水市,松阳县,1940,8
浙江,丽水市,松阳县,1941,4
浙江,丽水市,松阳县,1942,6
浙江,丽水市,松阳县,1944,5
浙江,丽水市,松阳县,1945,4
浙江,丽水市,松阳县,1946,6
浙江,丽水市,松阳县,1947,10
浙江,丽水市,松阳县,1948,9
浙江,丽水市,松阳县,1949,5
浙江,丽水市,松阳县,1951,1
浙江,丽水市,松阳县,1956,1
浙江,丽水市,松阳县,1984,1
浙江,丽水市,松阳县,1986,1
浙江,丽水市,松阳县,1987,2
浙江,丽水市,松阳县,1989,3
浙江,丽水市,松阳县,1990,1
浙江,丽水市,松阳县,1991,1
浙江,丽水市,松阳县,1992,1
浙江,丽水市,松阳县,1993,3
浙江,丽水市,松阳县,1994,2
浙江,丽水市,松阳县,1995,4
浙江,丽水市,松阳县,1997,3
浙江,丽水市,松阳县,2000,9
浙江,丽水市,松阳县,2001,1
浙江,丽水市,松阳县,2008,1
浙江,丽水市,松阳县,2010,1
浙江,丽水市,松阳县,2012,1
浙江,丽水市,松阳县,2014,1
浙江,丽水市,松阳县,2015,1
浙江,丽水市,松阳县,2016,1
浙江,丽水市,松阳县,2018,1
浙江,丽水市,松阳县,2019,2
浙江,丽水市,松阳县,2020,1
浙江,丽水市,松阳县,2022,1
浙江,丽水市,缙云县,1613,1
浙江,丽水市,缙云县,1738,1
浙江,丽水市,缙云县,1751,1
浙江,丽水市,缙云县,1755,1
浙江,丽水市,缙云县,1757,1
浙江,丽水市,缙云县,1769,1
浙江,丽水市,缙云县,1773,1
浙江,丽水市,缙云县,1775,1
浙江,丽水市,缙云县,1783,1
浙江,丽水市,缙云县,1784,1
浙江,丽水市,缙云县,1787,1
浙江,丽水市,缙云县,1788,1
浙江,丽水市,缙云县,1792,1
浙江,丽水市,缙云县,1795,1
浙江,丽水市,缙云县,1797,1
浙江,丽水市,缙云县,1798,1
浙江,丽水市,缙云县,1804,1
浙江,丽水市,缙云县,1806,1
浙江,丽水市,缙云县,1808,2
浙江,丽水市,缙云县,1811,1
浙江,丽水市,缙云县,1814,1
浙江,丽水市,缙云县,1819,1
浙江,丽水市,缙云县,1822,1
浙江,丽水市,缙云县,1823,1
浙江,丽水市,缙云县,1825,3
浙江,丽水市,缙云县,1829,1
浙江,丽水市,缙云县,1832,1
浙江,丽水市,缙云县,1836,1
浙江,丽水市,缙云县,1837,2
浙江,丽水市,缙云县,1838,1
浙江,丽水市,缙云县,1840,1
浙江,丽水市,缙云县,1841,1
浙江,丽水市,缙云县,1843,1
浙江,丽水市,缙云县,1845,3
浙江,丽水市,缙云县,1846,1
浙江,丽水市,缙云县,1848,1
浙江,丽水市,缙云县,1849,3
浙江,丽水市,缙云县,1851,2
浙江,丽水市,缙云县,1855,1
浙江,丽水市,缙云县,1856,1
浙江,丽水市,缙云县,1857,2
浙江,丽水市,缙云县,1858,1
浙江,丽水市,缙云县,1861,1
浙江,丽水市,缙云县,1865,3
浙江,丽水市,缙云县,1866,5
浙江,丽水市,缙云县,1867,4
浙江,丽水市,缙云县,1868,4
浙江,丽水市,缙云县,1869,10
浙江,丽水市,缙云县,1870,5
浙江,丽水市,缙云县,1871,1
浙江,丽水市,缙云县,1873,1
浙江,丽水市,缙云县,1874,2
浙江,丽水市,缙云县,1875,1
浙江,丽水市,缙云县,1878,1
浙江,丽水市,缙云县,1880,1
浙江,丽水市,缙云县,1881,3
浙江,丽水市,缙云县,1883,3
浙江,丽水市,缙云县,1884,2
浙江,丽水市,缙云县,1886,3
浙江,丽水市,缙云县,1887,1
浙江,丽水市,缙云县,1888,1
浙江,丽水市,缙云县,1889,7
浙江,丽水市,缙云县,1890,2
浙江,丽水市,缙云县,1891,4
浙江,丽水市,缙云县,1892,2
浙江,丽水市,缙云县,1893,1
浙江,丽水市,缙云县,1896,2
浙江,丽水市,缙云县,1898,2
浙江,丽水市,缙云县,1899,4
浙江,丽水市,缙云县,1900,1
浙江,丽水市,缙云县,1902,1
浙江,丽水市,缙云县,1903,1
浙江,丽水市,缙云县,1904,2
浙江,丽水市,缙云县,1905,6
浙江,丽水市,缙云县,1906,1
浙江,丽水市,缙云县,1907,2
浙江,丽水市,缙云县,1908,5
浙江,丽水市,缙云县,1909,3
浙江,丽水市,缙云县,1910,1
浙江,丽水市,缙云县,1911,2
浙江,丽水市,缙云县,1912,3
浙江,丽水市,缙云县,1913,3
浙江,丽水市,缙云县,1914,2
浙江,丽水市,缙云县,1915,2
浙江,丽水市,缙云县,1916,3
浙江,丽水市,缙云县,1917,9
浙江,丽水市,缙云县,1918,2
浙江,丽水市,缙云县,1920,5
浙江,丽水市,缙云县,1921,3
浙江,丽水市,缙云县,1922,6
浙江,丽水市,缙云县,1923,3
浙江,丽水市,缙云县,1924,7
浙江,丽水市,缙云县,1925,7
浙江,丽水市,缙云县,1926,2
浙江,丽水市,缙云县,1927,1
浙江,丽水市,缙云县,1928,6
浙江,丽水市,缙云县,1929,4
浙江,丽水市,缙云县,1930,1
浙江,丽水市,缙云县,1931,5
浙江,丽水市,缙云县,1932,5
浙江,丽水市,缙云县,1933,3
浙江,丽水市,缙云县,1934,7
浙江,丽水市,缙云县,1935,8
浙江,丽水市,缙云县,1936,12
浙江,丽水市,缙云县,1937,10
浙江,丽水市,缙云县,1938,8
浙江,丽水市,缙云县,1939,7
浙江,丽水市,缙云县,1940,5
浙江,丽水市,缙云县,1941,1
浙江,丽水市,缙云县,1942,2
浙江,丽水市,缙云县,1943,6
浙江,丽水市,缙云县,1944,6
浙江,丽水市,缙云县,1945,4
浙江,丽水市,缙云县,1946,8
浙江,丽水市,缙云县,1947,14
浙江,丽水市,缙云县,1948,13
浙江,丽水市,缙云县,1949,6
浙江,丽水市,缙云县,1950,2
浙江,丽水市,缙云县,1964,1
浙江,丽水市,缙云县,1983,3
浙江,丽水市,缙云县,1988,1
浙江,丽水市,缙云县,1990,1
浙江,丽水市,缙云县,1991,3
浙江,丽水市,缙云县,1992,3
浙江,丽水市,缙云县,1993,4
浙江,丽水市,缙云县,1994,12
浙江,丽水市,缙云县,1995,28
浙江,丽水市,缙云县,1996,37
浙江,丽水市,缙云县,1997,25
浙江,丽水市,缙云县,1998,24
浙江,丽水市,缙云县,1999,25
浙江,丽水市,缙云县,2000,22
浙江,丽水市,缙云县,2001,12
浙江,丽水市,缙云县,2002,8
浙江,丽水市,缙云县,2003,2
浙江,丽水市,缙云县,2004,4
浙江,丽水市,缙云县,2005,6
浙江,丽水市,缙云县,2006,4
浙江,丽水市,缙云县,2007,2
浙江,丽水市,缙云县,2008,2
浙江,丽水市,缙云县,2009,1
浙江,丽水市,缙云县,2010,1
浙江,丽水市,缙云县,2011,5
浙江,丽水市,缙云县,2012,2
浙江,丽水市,缙云县,2013,7
浙江,丽水市,缙云县,2014,16
浙江,丽水市,缙云县,2015,7
浙江,丽水市,缙云县,2016,7
浙江,丽水市,缙云县,2017,13
浙江,丽水市,缙云县,2018,5
浙江,丽水市,缙云县,2019,7
浙江,丽水市,缙云县,2020,4
浙江,丽水市,缙云县,2021,1
浙江,丽水市,莲都区,1952,1
浙江,丽水市,莲都区,1994,1
浙江,丽水市,莲都区,1997,1
浙江,丽水市,莲都区,2000,1
浙江,丽水市,莲都区,2002,1
浙江,丽水市,莲都区,2005,3
浙江,丽水市,莲都区,2008,1
浙江,丽水市,莲都区,2009,1
浙江,丽水市,莲都区,2010,1
浙江,丽水市,莲都区,2011,1
浙江,丽水市,莲都区,2013,1
浙江,丽水市,莲都区,2017,2
浙江,丽水市,莲都区,2019,2
浙江,丽水市,莲都区,2020,2
浙江,丽水市,莲都区,2023,1
浙江,丽水市,遂昌县,1780,1
浙江,丽水市,遂昌县,1809,1
浙江,丽水市,遂昌县,1817,1
浙江,丽水市,遂昌县,1831,1
浙江,丽水市,遂昌县,1845,1
浙江,丽水市,遂昌县,1859,1
浙江,丽水市,遂昌县,1869,1
浙江,丽水市,遂昌县,1870,1
浙江,丽水市,遂昌县,1871,1
浙江,丽水市,遂昌县,1876,2
浙江,丽水市,遂昌县,1885,1
浙江,丽水市,遂昌县,1887,1
浙江,丽水市,遂昌县,1889,1
浙江,丽水市,遂昌县,1899,1
浙江,丽水市,遂昌县,1901,1
浙江,丽水市,遂昌县,1903,1
浙江,丽水市,遂昌县,1905,1
浙江,丽水市,遂昌县,1907,1
浙江,丽水市,遂昌县,1911,2
浙江,丽水市,遂昌县,1914,1
浙江,丽水市,遂昌县,1915,1
浙江,丽水市,遂昌县,1918,1
浙江,丽水市,遂昌县,1923,1
浙江,丽水市,遂昌县,1924,1
浙江,丽水市,遂昌县,1925,2
浙江,丽水市,遂昌县,1927,1
浙江,丽水市,遂昌县,1928,1
浙江,丽水市,遂昌县,1931,1
浙江,丽水市,遂昌县,1934,2
浙江,丽水市,遂昌县,1939,1
浙江,丽水市,遂昌县,1940,1
浙江,丽水市,遂昌县,1941,2
浙江,丽水市,遂昌县,1942,1
浙江,丽水市,遂昌县,1944,1
浙江,丽水市,遂昌县,1946,2
浙江,丽水市,遂昌县,1947,1
浙江,丽水市,遂昌县,1955,1
浙江,丽水市,遂昌县,1998,1
浙江,丽水市,遂昌县,2006,1
浙江,丽水市,遂昌县,2009,1
浙江,丽水市,遂昌县,2014,1
浙江,丽水市,遂昌县,2015,1
浙江,丽水市,遂昌县,2016,3
浙江,丽水市,遂昌县,2017,1
浙江,丽水市,遂昌县,2018,1
浙江,丽水市,遂昌县,2019,3
浙江,丽水市,遂昌县,2021,1
浙江,丽水市,青田县,1814,1
浙江,丽水市,青田县,1815,1
浙江,丽水市,青田县,1818,1
浙江,丽水市,青田县,1865,1
浙江,丽水市,青田县,1873,1
浙江,丽水市,青田县,1907,1
浙江,丽水市,青田县,1918,1
浙江,丽水市,青田县,1921,1
浙江,丽水市,青田县,1922,1
浙江,丽水市,青田县,1923,1
浙江,丽水市,青田县,1925,1
浙江,丽水市,青田县,1928,1
浙江,丽水市,青田县,1930,1
浙江,丽水市,青田县,1939,1
浙江,丽水市,青田县,1976,1
浙江,丽水市,青田县,1984,2
浙江,丽水市,青田县,1987,1
浙江,丽水市,青田县,1989,1
浙江,丽水市,青田县,1991,1
浙江,丽水市,青田县,1992,3
浙江,丽水市,青田县,1994,5
浙江,丽水市,青田县,1995,2
浙江,丽水市,青田县,1996,3
浙江,丽水市,青田县,1997,1
浙江,丽水市,青田县,1998,2
浙江,丽水市,青田县,1999,2
浙江,丽水市,青田县,2000,2
浙江,丽水市,青田县,2001,3
浙江,丽水市,青田县,2002,3
浙江,丽水市,青田县,2003,1
浙江,丽水市,青田县,2004,3
浙江,丽水市,青田县,2005,3
浙江,丽水市,青田县,2006,3
浙江,丽水市,青田县,2008,4
浙江,丽水市,青田县,2009,3
浙江,丽水市,青田县,2010,2
浙江,丽水市,青田县,2012,2
浙江,丽水市,青田县,2013,2
浙江,丽水市,青田县,2014,3
浙江,丽水市,青田县,2015,4
浙江,丽水市,青田县,2016,5
浙江,丽水市,青田县,2017,5
浙江,丽水市,青田县,2018,6
浙江,丽水市,青田县,2019,4
浙江,丽水市,青田县,2020,5
浙江,丽水市,青田县,2021,1
浙江,丽水市,青田县,2022,2
浙江,丽水市,龙泉市,1509,1
浙江,丽水市,龙泉市,1638,1
浙江,丽水市,龙泉市,1840,1
浙江,丽水市,龙泉市,1843,1
浙江,丽水市,龙泉市,1865,1
浙江,丽水市,龙泉市,1877,1
浙江,丽水市,龙泉市,1882,1
浙江,丽水市,龙泉市,1894,1
浙江,丽水市,龙泉市,1896,1
浙江,丽水市,龙泉市,1898,1
浙江,丽水市,龙泉市,1903,1
浙江,丽水市,龙泉市,1910,1
浙江,丽水市,龙泉市,1911,1
浙江,丽水市,龙泉市,1916,1
浙江,丽水市,龙泉市,1922,1
浙江,丽水市,龙泉市,1925,1
浙江,丽水市,龙泉市,1927,2
浙江,丽水市,龙泉市,1928,1
浙江,丽水市,龙泉市,1930,2
浙江,丽水市,龙泉市,1931,1
