省,市,年份,家谱数量
江苏,苏州市,1801,1
江苏,苏州市,1802,2
江苏,苏州市,1807,1
江苏,苏州市,1809,1
江苏,苏州市,1817,1
江苏,苏州市,1818,1
江苏,苏州市,1820,1
江苏,苏州市,1822,2
江苏,苏州市,1824,1
江苏,苏州市,1827,1
江苏,苏州市,1828,2
江苏,苏州市,1829,1
江苏,苏州市,1830,1
江苏,苏州市,1833,1
江苏,苏州市,1834,1
江苏,苏州市,1836,1
江苏,苏州市,1837,1
江苏,苏州市,1841,1
江苏,苏州市,1842,2
江苏,苏州市,1843,2
江苏,苏州市,1844,3
江苏,苏州市,1846,1
江苏,苏州市,1850,1
江苏,苏州市,1853,1
江苏,苏州市,1855,1
江苏,苏州市,1866,1
江苏,苏州市,1867,1
江苏,苏州市,1870,3
江苏,苏州市,1872,5
江苏,苏州市,1873,1
江苏,苏州市,1874,2
江苏,苏州市,1878,2
江苏,苏州市,1880,1
江苏,苏州市,1881,3
江苏,苏州市,1882,2
江苏,苏州市,1883,3
江苏,苏州市,1884,4
江苏,苏州市,1885,2
江苏,苏州市,1886,1
江苏,苏州市,1887,2
江苏,苏州市,1888,2
江苏,苏州市,1889,2
江苏,苏州市,1890,3
江苏,苏州市,1891,2
江苏,苏州市,1892,2
江苏,苏州市,1894,1
江苏,苏州市,1895,1
江苏,苏州市,1896,1
江苏,苏州市,1898,1
江苏,苏州市,1900,1
江苏,苏州市,1901,1
江苏,苏州市,1902,2
江苏,苏州市,1903,3
江苏,苏州市,1904,2
江苏,苏州市,1906,2
江苏,苏州市,1907,3
江苏,苏州市,1908,1
江苏,苏州市,1909,3
江苏,苏州市,1911,3
江苏,苏州市,1913,1
江苏,苏州市,1914,3
江苏,苏州市,1915,8
江苏,苏州市,1916,1
江苏,苏州市,1917,2
江苏,苏州市,1918,5
江苏,苏州市,1919,4
江苏,苏州市,1920,8
江苏,苏州市,1921,1
江苏,苏州市,1922,2
江苏,苏州市,1923,1
江苏,苏州市,1924,4
江苏,苏州市,1925,3
江苏,苏州市,1926,2
江苏,苏州市,1927,3
江苏,苏州市,1928,2
江苏,苏州市,1930,3
江苏,苏州市,1931,2
江苏,苏州市,1933,4
江苏,苏州市,1934,1
江苏,苏州市,1936,3
江苏,苏州市,1938,2
江苏,苏州市,1940,2
江苏,苏州市,1943,2
江苏,苏州市,1945,1
江苏,苏州市,1954,1
江苏,苏州市,1981,1
江苏,苏州市,1988,1
江苏,苏州市,1993,1
江苏,苏州市,1995,1
江苏,苏州市,2000,1
江苏,苏州市,2001,3
江苏,苏州市,2003,4
江苏,苏州市,2005,4
江苏,苏州市,2006,1
江苏,苏州市,2008,2
江苏,苏州市,2009,3
江苏,苏州市,2010,4
江苏,苏州市,2011,5
江苏,苏州市,2012,4
江苏,苏州市,2013,2
江苏,苏州市,2014,1
江苏,苏州市,2015,8
江苏,苏州市,2016,1
江苏,苏州市,2017,1
江苏,苏州市,2018,11
江苏,苏州市,2019,2
江苏,苏州市,2020,3
江苏,苏州市,2021,4
江苏,苏州市,2022,2
江苏,苏州市,2023,3
江苏,苏州市,2024,1
江苏,连云港市,1601,1
江苏,连云港市,1767,1
江苏,连云港市,1800,1
江苏,连云港市,1897,1
江苏,连云港市,1921,1
江苏,连云港市,1923,1
江苏,连云港市,1924,1
江苏,连云港市,1928,1
江苏,连云港市,1929,1
江苏,连云港市,1933,1
江苏,连云港市,1937,1
江苏,连云港市,1988,1
江苏,连云港市,1989,2
江苏,连云港市,1991,1
江苏,连云港市,1992,1
江苏,连云港市,1993,1
江苏,连云港市,1995,2
江苏,连云港市,1996,2
江苏,连云港市,1998,1
江苏,连云港市,2000,1
江苏,连云港市,2001,2
江苏,连云港市,2007,2
江苏,连云港市,2009,2
江苏,连云港市,2010,2
江苏,连云港市,2011,1
江苏,连云港市,2012,3
江苏,连云港市,2013,6
江苏,连云港市,2014,2
江苏,连云港市,2015,4
江苏,连云港市,2016,2
江苏,连云港市,2017,5
江苏,连云港市,2018,3
江苏,连云港市,2019,1
江苏,连云港市,2020,2
江苏,连云港市,2021,2
江苏,连云港市,2022,1
江苏,连云港市,2024,1
江苏,镇江市,1407,1
江苏,镇江市,1611,1
江苏,镇江市,1612,1
江苏,镇江市,1674,1
江苏,镇江市,1676,1
江苏,镇江市,1749,1
江苏,镇江市,1751,1
江苏,镇江市,1763,1
江苏,镇江市,1769,1
江苏,镇江市,1775,1
江苏,镇江市,1780,1
江苏,镇江市,1789,1
江苏,镇江市,1792,1
江苏,镇江市,1796,1
江苏,镇江市,1798,2
江苏,镇江市,1803,1
江苏,镇江市,1805,1
江苏,镇江市,1806,1
江苏,镇江市,1807,1
江苏,镇江市,1815,1
江苏,镇江市,1816,1
江苏,镇江市,1818,1
江苏,镇江市,1819,1
江苏,镇江市,1824,1
江苏,镇江市,1825,1
江苏,镇江市,1827,3
江苏,镇江市,1828,1
江苏,镇江市,1832,1
江苏,镇江市,1834,1
江苏,镇江市,1836,1
江苏,镇江市,1837,1
江苏,镇江市,1839,3
江苏,镇江市,1841,1
江苏,镇江市,1844,3
江苏,镇江市,1845,1
江苏,镇江市,1847,4
江苏,镇江市,1848,1
江苏,镇江市,1849,3
江苏,镇江市,1850,1
江苏,镇江市,1851,2
江苏,镇江市,1852,2
江苏,镇江市,1854,1
江苏,镇江市,1855,1
江苏,镇江市,1859,3
江苏,镇江市,1865,2
江苏,镇江市,1868,1
江苏,镇江市,1869,1
江苏,镇江市,1870,2
江苏,镇江市,1872,2
江苏,镇江市,1873,3
江苏,镇江市,1874,6
江苏,镇江市,1875,4
江苏,镇江市,1876,3
江苏,镇江市,1877,3
江苏,镇江市,1878,4
江苏,镇江市,1879,5
江苏,镇江市,1880,8
江苏,镇江市,1881,4
江苏,镇江市,1882,3
江苏,镇江市,1883,4
江苏,镇江市,1884,2
江苏,镇江市,1886,2
江苏,镇江市,1887,4
江苏,镇江市,1888,2
江苏,镇江市,1889,4
江苏,镇江市,1890,3
江苏,镇江市,1891,1
江苏,镇江市,1892,1
江苏,镇江市,1893,2
江苏,镇江市,1894,3
江苏,镇江市,1895,3
江苏,镇江市,1896,4
江苏,镇江市,1897,5
江苏,镇江市,1898,3
江苏,镇江市,1899,1
江苏,镇江市,1900,3
江苏,镇江市,1901,3
江苏,镇江市,1902,3
江苏,镇江市,1903,3
江苏,镇江市,1904,2
江苏,镇江市,1905,3
江苏,镇江市,1906,2
江苏,镇江市,1907,2
江苏,镇江市,1908,4
江苏,镇江市,1909,5
江苏,镇江市,1910,1
江苏,镇江市,1911,4
江苏,镇江市,1913,5
江苏,镇江市,1914,3
江苏,镇江市,1915,7
江苏,镇江市,1916,3
江苏,镇江市,1917,5
江苏,镇江市,1918,4
江苏,镇江市,1919,3
江苏,镇江市,1920,1
江苏,镇江市,1921,8
江苏,镇江市,1922,9
江苏,镇江市,1923,3
江苏,镇江市,1924,4
江苏,镇江市,1925,5
江苏,镇江市,1926,6
江苏,镇江市,1927,4
江苏,镇江市,1928,4
江苏,镇江市,1929,3
江苏,镇江市,1930,2
江苏,镇江市,1931,7
江苏,镇江市,1933,2
江苏,镇江市,1934,3
江苏,镇江市,1935,1
江苏,镇江市,1936,4
江苏,镇江市,1937,3
江苏,镇江市,1941,1
江苏,镇江市,1942,3
江苏,镇江市,1943,3
江苏,镇江市,1944,1
江苏,镇江市,1945,3
江苏,镇江市,1946,7
江苏,镇江市,1947,5
江苏,镇江市,1948,5
江苏,镇江市,1949,1
江苏,镇江市,1950,1
江苏,镇江市,1962,1
江苏,镇江市,1971,1
江苏,镇江市,1986,1
江苏,镇江市,1993,1
江苏,镇江市,1996,1
江苏,镇江市,1999,1
江苏,镇江市,2001,2
江苏,镇江市,2002,1
江苏,镇江市,2003,1
江苏,镇江市,2004,1
江苏,镇江市,2005,1
江苏,镇江市,2006,2
江苏,镇江市,2007,2
江苏,镇江市,2008,1
江苏,镇江市,2009,4
江苏,镇江市,2010,2
江苏,镇江市,2011,4
江苏,镇江市,2012,1
江苏,镇江市,2013,3
江苏,镇江市,2014,6
江苏,镇江市,2015,10
江苏,镇江市,2016,6
江苏,镇江市,2017,6
江苏,镇江市,2018,3
江苏,镇江市,2019,10
江苏,镇江市,2020,6
江苏,镇江市,2021,5
江苏,镇江市,2022,2
江苏,镇江市,2023,5
江西,上饶市,1458,1
江西,上饶市,1533,1
江西,上饶市,1544,1
江西,上饶市,1547,1
江西,上饶市,1548,1
江西,上饶市,1551,2
江西,上饶市,1555,1
江西,上饶市,1564,1
江西,上饶市,1568,1
江西,上饶市,1610,1
江西,上饶市,1611,1
江西,上饶市,1612,1
江西,上饶市,1624,1
江西,上饶市,1674,1
江西,上饶市,1691,1
江西,上饶市,1706,1
江西,上饶市,1708,1
江西,上饶市,1710,1
江西,上饶市,1714,1
江西,上饶市,1719,1
江西,上饶市,1720,1
江西,上饶市,1726,2
江西,上饶市,1734,1
江西,上饶市,1742,2
江西,上饶市,1749,2
江西,上饶市,1752,1
江西,上饶市,1753,1
江西,上饶市,1756,1
江西,上饶市,1759,1
江西,上饶市,1761,1
江西,上饶市,1762,2
江西,上饶市,1763,1
江西,上饶市,1764,1
江西,上饶市,1765,1
江西,上饶市,1767,1
江西,上饶市,1768,1
江西,上饶市,1769,1
江西,上饶市,1772,1
江西,上饶市,1775,1
江西,上饶市,1780,3
江西,上饶市,1781,1
江西,上饶市,1782,4
江西,上饶市,1783,1
江西,上饶市,1784,1
江西,上饶市,1785,3
江西,上饶市,1788,1
江西,上饶市,1794,1
江西,上饶市,1801,1
江西,上饶市,1808,1
江西,上饶市,1810,1
江西,上饶市,1812,1
江西,上饶市,1813,1
江西,上饶市,1816,3
江西,上饶市,1817,2
江西,上饶市,1818,2
江西,上饶市,1819,2
江西,上饶市,1823,1
江西,上饶市,1824,2
江西,上饶市,1825,4
江西,上饶市,1826,3
江西,上饶市,1827,3
江西,上饶市,1828,1
江西,上饶市,1829,1
江西,上饶市,1830,1
江西,上饶市,1835,1
江西,上饶市,1836,1
江西,上饶市,1839,1
江西,上饶市,1840,1
江西,上饶市,1841,1
江西,上饶市,1842,1
江西,上饶市,1845,1
江西,上饶市,1846,5
江西,上饶市,1847,1
江西,上饶市,1848,2
江西,上饶市,1850,2
江西,上饶市,1854,1
江西,上饶市,1856,1
江西,上饶市,1860,1
江西,上饶市,1862,1
江西,上饶市,1863,1
江西,上饶市,1864,1
江西,上饶市,1866,3
江西,上饶市,1867,1
江西,上饶市,1868,6
江西,上饶市,1869,3
江西,上饶市,1870,1
江西,上饶市,1871,1
江西,上饶市,1872,2
江西,上饶市,1874,1
江西,上饶市,1875,3
江西,上饶市,1876,1
江西,上饶市,1878,2
江西,上饶市,1879,2
江西,上饶市,1880,3
江西,上饶市,1881,3
江西,上饶市,1882,1
江西,上饶市,1884,1
江西,上饶市,1885,2
江西,上饶市,1886,1
江西,上饶市,1887,1
江西,上饶市,1888,1
江西,上饶市,1889,1
江西,上饶市,1890,2
江西,上饶市,1891,1
江西,上饶市,1892,1
江西,上饶市,1893,3
江西,上饶市,1896,3
江西,上饶市,1897,2
江西,上饶市,1899,2
江西,上饶市,1900,1
江西,上饶市,1901,1
江西,上饶市,1902,3
江西,上饶市,1903,2
江西,上饶市,1904,3
江西,上饶市,1905,4
江西,上饶市,1906,4
江西,上饶市,1908,1
江西,上饶市,1909,3
江西,上饶市,1910,1
江西,上饶市,1911,1
江西,上饶市,1912,1
江西,上饶市,1913,1
江西,上饶市,1914,4
江西,上饶市,1915,3
江西,上饶市,1916,3
江西,上饶市,1917,6
江西,上饶市,1918,3
江西,上饶市,1919,2
江西,上饶市,1920,1
江西,上饶市,1922,1
江西,上饶市,1923,1
江西,上饶市,1924,1
江西,上饶市,1925,1
江西,上饶市,1928,2
江西,上饶市,1930,2
江西,上饶市,1932,1
江西,上饶市,1936,1
江西,上饶市,1937,2
江西,上饶市,1939,1
江西,上饶市,1940,1
江西,上饶市,1941,3
江西,上饶市,1942,4
江西,上饶市,1943,3
江西,上饶市,1946,4
江西,上饶市,1948,2
江西,上饶市,1949,6
江西,上饶市,1950,3
江西,上饶市,1960,1
江西,上饶市,1966,1
江西,上饶市,1983,2
江西,上饶市,1985,3
江西,上饶市,1986,3
江西,上饶市,1988,1
江西,上饶市,1989,5
江西,上饶市,1990,2
江西,上饶市,1991,5
江西,上饶市,1992,5
江西,上饶市,1993,11
江西,上饶市,1994,10
江西,上饶市,1995,10
江西,上饶市,1996,8
江西,上饶市,1997,10
江西,上饶市,1998,2
江西,上饶市,1999,6
江西,上饶市,2000,4
江西,上饶市,2001,5
江西,上饶市,2002,4
江西,上饶市,2003,5
江西,上饶市,2004,2
江西,上饶市,2005,4
江西,上饶市,2006,9
江西,上饶市,2007,7
江西,上饶市,2008,7
江西,上饶市,2009,2
江西,上饶市,2010,6
江西,上饶市,2011,3
江西,上饶市,2012,5
江西,上饶市,2013,13
江西,上饶市,2014,13
江西,上饶市,2015,22
江西,上饶市,2016,10
江西,上饶市,2017,15
江西,上饶市,2018,11
江西,上饶市,2019,20
江西,上饶市,2020,8
江西,上饶市,2021,3
江西,上饶市,2022,2
江西,九江市,1686,1
江西,九江市,1705,1
江西,九江市,1737,1
江西,九江市,1756,1
江西,九江市,1762,1
江西,九江市,1765,1
江西,九江市,1826,1
江西,九江市,1829,1
江西,九江市,1830,1
江西,九江市,1843,1
江西,九江市,1848,1
江西,九江市,1859,1
江西,九江市,1863,1
江西,九江市,1866,1
江西,九江市,1870,2
江西,九江市,1876,1
江西,九江市,1879,3
江西,九江市,1881,1
江西,九江市,1883,1
江西,九江市,1884,1
江西,九江市,1886,2
江西,九江市,1888,1
江西,九江市,1889,1
江西,九江市,1892,1
江西,九江市,1895,1
江西,九江市,1897,1
江西,九江市,1898,1
江西,九江市,1899,1
江西,九江市,1901,1
江西,九江市,1902,1
江西,九江市,1903,3
江西,九江市,1905,2
江西,九江市,1907,1
江西,九江市,1910,1
江西,九江市,1911,1
江西,九江市,1912,1
江西,九江市,1915,1
江西,九江市,1917,2
江西,九江市,1918,1
江西,九江市,1919,2
江西,九江市,1921,1
江西,九江市,1922,2
江西,九江市,1924,1
江西,九江市,1925,3
江西,九江市,1928,1
江西,九江市,1929,1
江西,九江市,1931,1
江西,九江市,1932,3
江西,九江市,1933,3
江西,九江市,1936,5
江西,九江市,1937,1
江西,九江市,1938,1
江西,九江市,1939,1
江西,九江市,1940,1
江西,九江市,1941,2
江西,九江市,1942,3
江西,九江市,1943,1
江西,九江市,1944,2
江西,九江市,1945,3
江西,九江市,1946,1
江西,九江市,1947,3
江西,九江市,1948,2
江西,九江市,1949,1
江西,九江市,1951,1
江西,九江市,1979,1
江西,九江市,1981,1
江西,九江市,1984,1
江西,九江市,1986,5
江西,九江市,1987,22
江西,九江市,1988,40
江西,九江市,1989,35
江西,九江市,1990,11
江西,九江市,1992,7
江西,九江市,1993,3
江西,九江市,1994,12
江西,九江市,1995,10
江西,九江市,1996,7
江西,九江市,1997,7
江西,九江市,1998,1
江西,九江市,2000,3
江西,九江市,2001,3
江西,九江市,2002,2
江西,九江市,2004,5
江西,九江市,2005,3
江西,九江市,2006,4
江西,九江市,2007,5
江西,九江市,2008,8
江西,九江市,2009,4
江西,九江市,2010,4
江西,九江市,2011,6
江西,九江市,2012,11
江西,九江市,2013,8
江西,九江市,2014,10
江西,九江市,2015,9
江西,九江市,2016,6
江西,九江市,2017,7
江西,九江市,2018,3
江西,九江市,2019,5
江西,九江市,2020,7
江西,九江市,2021,4
江西,九江市,2022,1
江西,南昌市,1811,1
江西,南昌市,1812,1
江西,南昌市,1829,1
江西,南昌市,1855,1
江西,南昌市,1857,1
江西,南昌市,1870,1
江西,南昌市,1881,2
江西,南昌市,1882,1
江西,南昌市,1888,1
江西,南昌市,1895,1
江西,南昌市,1901,1
江西,南昌市,1902,1
江西,南昌市,1918,1
江西,南昌市,1924,1
江西,南昌市,1926,1
江西,南昌市,1937,1
江西,南昌市,1944,1
江西,南昌市,1948,1
江西,南昌市,1973,1
江西,南昌市,1981,1
江西,南昌市,1987,1
江西,南昌市,1988,1
江西,南昌市,1989,6
江西,南昌市,1990,2
江西,南昌市,1991,1
江西,南昌市,1992,4
江西,南昌市,1993,2
江西,南昌市,1994,1
江西,南昌市,1995,4
江西,南昌市,1997,2
江西,南昌市,1998,1
江西,南昌市,2000,4
江西,南昌市,2001,1
江西,南昌市,2002,1
江西,南昌市,2004,1
江西,南昌市,2005,3
江西,南昌市,2006,3
江西,南昌市,2007,3
江西,南昌市,2008,2
江西,南昌市,2009,3
江西,南昌市,2010,5
江西,南昌市,2011,6
江西,南昌市,2012,3
江西,南昌市,2013,8
江西,南昌市,2014,8
江西,南昌市,2015,2
江西,南昌市,2016,5
江西,南昌市,2017,3
江西,南昌市,2018,1
江西,南昌市,2019,1
江西,南昌市,2020,5
江西,南昌市,2021,2
江西,吉安市,1640,1
江西,吉安市,1718,1
江西,吉安市,1719,1
江西,吉安市,1740,1
江西,吉安市,1750,1
江西,吉安市,1761,1
江西,吉安市,1772,2
江西,吉安市,1775,1
江西,吉安市,1790,1
江西,吉安市,1798,1
江西,吉安市,1805,1
江西,吉安市,1809,1
江西,吉安市,1815,1
江西,吉安市,1820,2
江西,吉安市,1823,1
江西,吉安市,1837,1
江西,吉安市,1844,1
江西,吉安市,1847,2
江西,吉安市,1855,1
江西,吉安市,1859,1
江西,吉安市,1863,1
江西,吉安市,1864,1
江西,吉安市,1865,1
江西,吉安市,1866,2
江西,吉安市,1867,1
江西,吉安市,1868,3
江西,吉安市,1873,1
江西,吉安市,1874,1
江西,吉安市,1876,1
江西,吉安市,1877,1
江西,吉安市,1878,1
江西,吉安市,1880,1
江西,吉安市,1881,2
江西,吉安市,1883,1
江西,吉安市,1885,1
江西,吉安市,1886,1
江西,吉安市,1888,1
江西,吉安市,1891,1
江西,吉安市,1892,1
江西,吉安市,1893,1
江西,吉安市,1894,1
江西,吉安市,1895,3
江西,吉安市,1896,1
江西,吉安市,1899,1
江西,吉安市,1905,1
江西,吉安市,1906,1
江西,吉安市,1909,1
江西,吉安市,1911,1
江西,吉安市,1912,1
江西,吉安市,1914,1
江西,吉安市,1915,3
江西,吉安市,1916,1
江西,吉安市,1917,1
江西,吉安市,1919,2
江西,吉安市,1921,3
江西,吉安市,1922,3
江西,吉安市,1925,1
江西,吉安市,1926,1
江西,吉安市,1927,2
江西,吉安市,1929,2
江西,吉安市,1933,1
江西,吉安市,1934,1
江西,吉安市,1936,1
江西,吉安市,1937,3
江西,吉安市,1938,2
江西,吉安市,1939,2
江西,吉安市,1940,2
江西,吉安市,1941,2
江西,吉安市,1942,1
江西,吉安市,1943,1
江西,吉安市,1944,2
江西,吉安市,1946,1
江西,吉安市,1947,1
江西,吉安市,1948,1
江西,吉安市,1949,5
江西,吉安市,1959,1
江西,吉安市,1960,1
江西,吉安市,1974,1
江西,吉安市,1981,1
江西,吉安市,1982,1
江西,吉安市,1984,1
江西,吉安市,1986,1
江西,吉安市,1987,1
江西,吉安市,1988,4
江西,吉安市,1989,2
江西,吉安市,1990,5
江西,吉安市,1992,2
江西,吉安市,1993,9
江西,吉安市,1994,9
江西,吉安市,1995,10
江西,吉安市,1996,18
江西,吉安市,1997,14
江西,吉安市,1998,27
江西,吉安市,1999,14
江西,吉安市,2000,18
江西,吉安市,2001,12
江西,吉安市,2002,5
江西,吉安市,2003,3
江西,吉安市,2004,2
江西,吉安市,2005,2
江西,吉安市,2006,5
江西,吉安市,2007,5
江西,吉安市,2008,7
江西,吉安市,2009,3
江西,吉安市,2010,4
江西,吉安市,2011,4
江西,吉安市,2012,9
江西,吉安市,2013,3
江西,吉安市,2014,13
江西,吉安市,2015,7
江西,吉安市,2016,10
江西,吉安市,2017,7
江西,吉安市,2018,3
江西,吉安市,2019,4
江西,吉安市,2020,4
江西,吉安市,2021,3
江西,吉安市,2022,2
江西,吉安市,2023,2
江西,宜春市,1403,1
江西,宜春市,1405,1
江西,宜春市,1621,1
江西,宜春市,1706,2
江西,宜春市,1725,1
江西,宜春市,1727,1
江西,宜春市,1743,1
江西,宜春市,1744,1
江西,宜春市,1749,2
江西,宜春市,1760,1
江西,宜春市,1762,1
江西,宜春市,1763,1
江西,宜春市,1766,1
江西,宜春市,1768,1
江西,宜春市,1772,1
江西,宜春市,1779,1
江西,宜春市,1780,2
江西,宜春市,1782,1
江西,宜春市,1785,1
江西,宜春市,1792,1
江西,宜春市,1794,1
江西,宜春市,1797,3
江西,宜春市,1799,2
江西,宜春市,1800,1
江西,宜春市,1801,3
江西,宜春市,1802,1
江西,宜春市,1805,1
江西,宜春市,1806,2
江西,宜春市,1807,4
江西,宜春市,1808,2
江西,宜春市,1810,3
江西,宜春市,1811,1
江西,宜春市,1812,1
江西,宜春市,1813,2
江西,宜春市,1814,1
江西,宜春市,1815,2
江西,宜春市,1816,1
江西,宜春市,1817,4
江西,宜春市,1818,1
江西,宜春市,1819,2
江西,宜春市,1821,1
江西,宜春市,1822,2
江西,宜春市,1823,4
江西,宜春市,1824,4
江西,宜春市,1826,1
江西,宜春市,1827,1
江西,宜春市,1828,2
江西,宜春市,1829,1
江西,宜春市,1830,2
江西,宜春市,1831,1
江西,宜春市,1833,1
江西,宜春市,1835,2
江西,宜春市,1836,2
江西,宜春市,1837,2
江西,宜春市,1838,1
江西,宜春市,1839,5
江西,宜春市,1840,1
江西,宜春市,1841,2
江西,宜春市,1842,2
江西,宜春市,1843,2
江西,宜春市,1844,1
江西,宜春市,1845,2
江西,宜春市,1846,2
江西,宜春市,1847,1
江西,宜春市,1848,2
江西,宜春市,1849,2
江西,宜春市,1850,2
江西,宜春市,1851,2
江西,宜春市,1852,1
江西,宜春市,1854,2
江西,宜春市,1855,1
江西,宜春市,1858,1
江西,宜春市,1860,3
江西,宜春市,1861,6
江西,宜春市,1862,5
江西,宜春市,1863,1
江西,宜春市,1864,2
江西,宜春市,1865,3
江西,宜春市,1866,5
江西,宜春市,1867,4
江西,宜春市,1868,4
江西,宜春市,1869,2
江西,宜春市,1870,5
江西,宜春市,1871,3
江西,宜春市,1872,2
江西,宜春市,1873,3
江西,宜春市,1874,1
江西,宜春市,1875,3
江西,宜春市,1876,3
江西,宜春市,1877,9
江西,宜春市,1878,2
江西,宜春市,1879,5
江西,宜春市,1880,2
江西,宜春市,1881,4
江西,宜春市,1882,5
江西,宜春市,1883,3
江西,宜春市,1884,4
江西,宜春市,1885,2
江西,宜春市,1887,3
江西,宜春市,1888,3
江西,宜春市,1889,5
江西,宜春市,1890,2
江西,宜春市,1892,5
江西,宜春市,1893,1
江西,宜春市,1894,1
江西,宜春市,1895,3
江西,宜春市,1896,2
江西,宜春市,1897,4
江西,宜春市,1898,5
江西,宜春市,1899,5
江西,宜春市,1900,5
江西,宜春市,1902,2
江西,宜春市,1903,4
江西,宜春市,1904,3
江西,宜春市,1905,6
江西,宜春市,1906,7
江西,宜春市,1907,2
江西,宜春市,1908,3
江西,宜春市,1909,9
江西,宜春市,1910,6
江西,宜春市,1911,5
江西,宜春市,1912,1
江西,宜春市,1913,2
江西,宜春市,1914,10
江西,宜春市,1915,8
江西,宜春市,1916,2
江西,宜春市,1917,6
江西,宜春市,1918,3
江西,宜春市,1919,3
江西,宜春市,1920,2
江西,宜春市,1921,8
江西,宜春市,1922,3
江西,宜春市,1923,1
江西,宜春市,1924,5
江西,宜春市,1925,5
江西,宜春市,1926,4
江西,宜春市,1927,6
江西,宜春市,1929,4
江西,宜春市,1930,6
江西,宜春市,1931,2
江西,宜春市,1932,6
江西,宜春市,1933,4
江西,宜春市,1934,1
江西,宜春市,1935,1
江西,宜春市,1936,10
江西,宜春市,1937,10
江西,宜春市,1938,16
江西,宜春市,1939,6
江西,宜春市,1940,5
江西,宜春市,1941,4
江西,宜春市,1942,11
江西,宜春市,1943,11
江西,宜春市,1944,3
江西,宜春市,1945,8
江西,宜春市,1946,8
江西,宜春市,1947,6
江西,宜春市,1948,8
江西,宜春市,1949,4
江西,宜春市,1955,1
江西,宜春市,1960,3
江西,宜春市,1971,1
江西,宜春市,1973,1
江西,宜春市,1978,1
江西,宜春市,1980,2
江西,宜春市,1982,1
江西,宜春市,1983,2
江西,宜春市,1984,5
江西,宜春市,1985,9
江西,宜春市,1986,11
江西,宜春市,1987,30
江西,宜春市,1988,53
江西,宜春市,1989,88
江西,宜春市,1990,39
江西,宜春市,1991,14
江西,宜春市,1992,18
江西,宜春市,1993,53
江西,宜春市,1994,62
江西,宜春市,1995,52
江西,宜春市,1996,35
江西,宜春市,1997,20
江西,宜春市,1998,18
江西,宜春市,1999,15
江西,宜春市,2000,8
江西,宜春市,2001,11
江西,宜春市,2002,3
江西,宜春市,2003,4
江西,宜春市,2004,3
江西,宜春市,2005,8
江西,宜春市,2006,4
江西,宜春市,2007,4
江西,宜春市,2008,7
江西,宜春市,2009,9
江西,宜春市,2010,3
江西,宜春市,2011,3
江西,宜春市,2012,5
江西,宜春市,2013,8
江西,宜春市,2014,17
江西,宜春市,2015,15
江西,宜春市,2016,15
江西,宜春市,2017,10
江西,宜春市,2018,17
江西,宜春市,2019,6
江西,宜春市,2020,9
江西,宜春市,2021,2
江西,宜春市,2022,3
江西,宜春市,2023,1
江西,抚州市,1571,1
江西,抚州市,1582,1
江西,抚州市,1713,1
江西,抚州市,1738,1
江西,抚州市,1740,1
江西,抚州市,1758,1
江西,抚州市,1766,1
江西,抚州市,1767,1
江西,抚州市,1768,1
江西,抚州市,1775,1
江西,抚州市,1777,1
江西,抚州市,1780,2
江西,抚州市,1781,1
江西,抚州市,1788,2
江西,抚州市,1807,1
江西,抚州市,1811,1
江西,抚州市,1812,3
江西,抚州市,1813,1
江西,抚州市,1816,1
江西,抚州市,1817,1
江西,抚州市,1819,1
江西,抚州市,1824,1
江西,抚州市,1825,1
江西,抚州市,1827,1
江西,抚州市,1828,1
江西,抚州市,1839,1
江西,抚州市,1841,1
江西,抚州市,1842,1
江西,抚州市,1843,1
江西,抚州市,1845,1
江西,抚州市,1847,2
江西,抚州市,1848,1
江西,抚州市,1849,1
江西,抚州市,1852,1
江西,抚州市,1853,1
江西,抚州市,1854,1
江西,抚州市,1856,1
江西,抚州市,1867,2
江西,抚州市,1868,1
江西,抚州市,1869,1
江西,抚州市,1870,1
江西,抚州市,1872,1
江西,抚州市,1873,1
江西,抚州市,1874,1
江西,抚州市,1876,1
江西,抚州市,1879,2
江西,抚州市,1880,1
江西,抚州市,1881,2
江西,抚州市,1882,1
江西,抚州市,1887,2
江西,抚州市,1889,1
江西,抚州市,1890,2
江西,抚州市,1891,1
江西,抚州市,1893,1
江西,抚州市,1894,1
江西,抚州市,1895,4
江西,抚州市,1896,1
江西,抚州市,1897,1
江西,抚州市,1899,3
江西,抚州市,1900,1
江西,抚州市,1901,1
江西,抚州市,1903,1
江西,抚州市,1905,3
江西,抚州市,1906,2
江西,抚州市,1907,1
江西,抚州市,1909,3
江西,抚州市,1910,1
江西,抚州市,1912,1
江西,抚州市,1913,1
江西,抚州市,1914,1
江西,抚州市,1915,1
江西,抚州市,1916,1
江西,抚州市,1917,1
江西,抚州市,1919,3
江西,抚州市,1920,2
江西,抚州市,1921,1
江西,抚州市,1922,1
江西,抚州市,1923,1
江西,抚州市,1924,2
江西,抚州市,1925,1
江西,抚州市,1926,1
江西,抚州市,1927,2
江西,抚州市,1929,3
江西,抚州市,1930,1
江西,抚州市,1932,1
江西,抚州市,1936,1
江西,抚州市,1937,1
江西,抚州市,1938,1
江西,抚州市,1943,1
江西,抚州市,1945,1
江西,抚州市,1946,1
江西,抚州市,1947,1
江西,抚州市,1948,2
江西,抚州市,1949,4
江西,抚州市,1950,2
江西,抚州市,1962,1
江西,抚州市,1986,1
江西,抚州市,1987,4
